地區,政黨,號次,得票數,得票率
臺北市中山區下埤里,張亞中等150人聯盟,11,26,1.76%
臺北市中山區下埤里,王廷興等20人聯盟,12,2,0.14%
臺北市中山區江寧里,台灣團結聯盟,1,121,8.74%
臺北市中山區江寧里,建國黨,2,2,0.14%
臺北市中山區江寧里,中國民眾黨,3,18,1.30%
臺北市中山區江寧里,無黨團結聯盟,4,2,0.14%
臺北市中山區江寧里,親民黨,5,92,6.64%
臺北市中山區江寧里,新黨,6,23,1.66%
臺北市中山區江寧里,農民黨,7,1,0.07%
臺北市中山區江寧里,民主進步黨,8,569,41.08%
臺北市中山區江寧里,公民黨,9,0,0.00%
臺北市中山區江寧里,中國國民黨,10,528,38.12%
臺北市中山區江寧里,張亞中等150人聯盟,11,25,1.81%
臺北市中山區江寧里,王廷興等20人聯盟,12,4,0.29%
臺北市中山區江山里,台灣團結聯盟,1,179,9.99%
臺北市中山區江山里,建國黨,2,8,0.45%
臺北市中山區江山里,中國民眾黨,3,28,1.56%
臺北市中山區江山里,無黨團結聯盟,4,4,0.22%
臺北市中山區江山里,親民黨,5,88,4.91%
臺北市中山區江山里,新黨,6,20,1.12%
臺北市中山區江山里,農民黨,7,1,0.06%
臺北市中山區江山里,民主進步黨,8,866,48.35%
臺北市中山區江山里,公民黨,9,3,0.17%
臺北市中山區江山里,中國國民黨,10,554,30.93%
臺北市中山區江山里,張亞中等150人聯盟,11,37,2.07%
臺北市中山區江山里,王廷興等20人聯盟,12,3,0.17%
臺北市中山區中吉里,台灣團結聯盟,1,124,10.13%
臺北市中山區中吉里,建國黨,2,3,0.25%
臺北市中山區中吉里,中國民眾黨,3,11,0.90%
臺北市中山區中吉里,無黨團結聯盟,4,1,0.08%
臺北市中山區中吉里,親民黨,5,56,4.58%
臺北市中山區中吉里,新黨,6,17,1.39%
臺北市中山區中吉里,農民黨,7,0,0.00%
臺北市中山區中吉里,民主進步黨,8,647,52.86%
臺北市中山區中吉里,公民黨,9,1,0.08%
臺北市中山區中吉里,中國國民黨,10,341,27.86%
臺北市中山區中吉里,張亞中等150人聯盟,11,23,1.88%
臺北市中山區中吉里,王廷興等20人聯盟,12,0,0.00%
臺北市中山區中原里,台灣團結聯盟,1,76,6.87%
臺北市中山區中原里,建國黨,2,3,0.27%
臺北市中山區中原里,中國民眾黨,3,11,0.99%
臺北市中山區中原里,無黨團結聯盟,4,0,0.00%
臺北市中山區中原里,親民黨,5,43,3.88%
臺北市中山區中原里,新黨,6,10,0.90%
臺北市中山區中原里,農民黨,7,3,0.27%
臺北市中山區中原里,民主進步黨,8,619,55.92%
臺北市中山區中原里,公民黨,9,0,0.00%
臺北市中山區中原里,中國國民黨,10,324,29.27%
臺北市中山區中原里,張亞中等150人聯盟,11,17,1.54%
臺北市中山區中原里,王廷興等20人聯盟,12,1,0.09%
臺北市中山區興亞里,台灣團結聯盟,1,116,10.01%
臺北市中山區興亞里,建國黨,2,14,1.21%
臺北市中山區興亞里,中國民眾黨,3,14,1.21%
臺北市中山區興亞里,無黨團結聯盟,4,3,0.26%
臺北市中山區興亞里,親民黨,5,46,3.97%
臺北市中山區興亞里,新黨,6,19,1.64%
臺北市中山區興亞里,農民黨,7,0,0.00%
臺北市中山區興亞里,民主進步黨,8,562,48.49%
臺北市中山區興亞里,公民黨,9,2,0.17%
臺北市中山區興亞里,中國國民黨,10,353,30.46%
臺北市中山區興亞里,張亞中等150人聯盟,11,29,2.50%
臺北市中山區興亞里,王廷興等20人聯盟,12,1,0.09%
臺北市中山區中央里,台灣團結聯盟,1,78,9.50%
臺北市中山區中央里,建國黨,2,1,0.12%
臺北市中山區中央里,中國民眾黨,3,7,0.85%
臺北市中山區中央里,無黨團結聯盟,4,1,0.12%
臺北市中山區中央里,親民黨,5,45,5.48%
臺北市中山區中央里,新黨,6,14,1.71%
臺北市中山區中央里,農民黨,7,1,0.12%
臺北市中山區中央里,民主進步黨,8,321,39.10%
臺北市中山區中央里,公民黨,9,0,0.00%
臺北市中山區中央里,中國國民黨,10,333,40.56%
臺北市中山區中央里,張亞中等150人聯盟,11,19,2.31%
臺北市中山區中央里,王廷興等20人聯盟,12,1,0.12%
臺北市中山區朱馥里,台灣團結聯盟,1,79,6.06%
臺北市中山區朱馥里,建國黨,2,1,0.08%
臺北市中山區朱馥里,中國民眾黨,3,11,0.84%
臺北市中山區朱馥里,無黨團結聯盟,4,1,0.08%
臺北市中山區朱馥里,親民黨,5,72,5.52%
臺北市中山區朱馥里,新黨,6,35,2.68%
臺北市中山區朱馥里,農民黨,7,2,0.15%
臺北市中山區朱馥里,民主進步黨,8,581,44.56%
臺北市中山區朱馥里,公民黨,9,1,0.08%
臺北市中山區朱馥里,中國國民黨,10,486,37.27%
臺北市中山區朱馥里,張亞中等150人聯盟,11,35,2.68%
臺北市中山區朱馥里,王廷興等20人聯盟,12,0,0.00%
臺北市中山區龍洲里,台灣團結聯盟,1,50,3.23%
臺北市中山區龍洲里,建國黨,2,1,0.06%
臺北市中山區龍洲里,中國民眾黨,3,24,1.55%
臺北市中山區龍洲里,無黨團結聯盟,4,1,0.06%
臺北市中山區龍洲里,親民黨,5,183,11.81%
臺北市中山區龍洲里,新黨,6,53,3.42%
臺北市中山區龍洲里,農民黨,7,0,0.00%
臺北市中山區龍洲里,民主進步黨,8,305,19.68%
臺北市中山區龍洲里,公民黨,9,1,0.06%
臺北市中山區龍洲里,中國國民黨,10,851,54.90%
臺北市中山區龍洲里,張亞中等150人聯盟,11,80,5.16%
臺北市中山區龍洲里,王廷興等20人聯盟,12,1,0.06%
臺北市中山區朱園里,台灣團結聯盟,1,119,12.29%
臺北市中山區朱園里,建國黨,2,1,0.10%
臺北市中山區朱園里,中國民眾黨,3,13,1.34%
臺北市中山區朱園里,無黨團結聯盟,4,3,0.31%
臺北市中山區朱園里,親民黨,5,36,3.72%
臺北市中山區朱園里,新黨,6,16,1.65%
臺北市中山區朱園里,農民黨,7,1,0.10%
臺北市中山區朱園里,民主進步黨,8,470,48.55%
臺北市中山區朱園里,公民黨,9,2,0.21%
臺北市中山區朱園里,中國國民黨,10,283,29.24%
臺北市中山區朱園里,張亞中等150人聯盟,11,23,2.38%
臺北市中山區朱園里,王廷興等20人聯盟,12,1,0.10%
臺北市中山區埤頭里,台灣團結聯盟,1,72,7.19%
臺北市中山區埤頭里,建國黨,2,1,0.10%
臺北市中山區埤頭里,中國民眾黨,3,11,1.10%
臺北市中山區埤頭里,無黨團結聯盟,4,3,0.30%
臺北市中山區埤頭里,親民黨,5,57,5.69%
臺北市中山區埤頭里,新黨,6,17,1.70%
臺北市中山區埤頭里,農民黨,7,1,0.10%
臺北市中山區埤頭里,民主進步黨,8,391,39.02%
臺北市中山區埤頭里,公民黨,9,0,0.00%
臺北市中山區埤頭里,中國國民黨,10,422,42.12%
臺北市中山區埤頭里,張亞中等150人聯盟,11,27,2.69%
臺北市中山區埤頭里,王廷興等20人聯盟,12,0,0.00%
臺北市中山區朱崙里,台灣團結聯盟,1,87,11.90%
臺北市中山區朱崙里,建國黨,2,3,0.41%
臺北市中山區朱崙里,中國民眾黨,3,3,0.41%
臺北市中山區朱崙里,無黨團結聯盟,4,3,0.41%
臺北市中山區朱崙里,親民黨,5,33,4.51%
臺北市中山區朱崙里,新黨,6,16,2.19%
臺北市中山區朱崙里,農民黨,7,0,0.00%
臺北市中山區朱崙里,民主進步黨,8,335,45.83%
臺北市中山區朱崙里,公民黨,9,2,0.27%
臺北市中山區朱崙里,中國國民黨,10,226,30.92%
臺北市中山區朱崙里,張亞中等150人聯盟,11,23,3.15%
臺北市中山區朱崙里,王廷興等20人聯盟,12,0,0.00%
臺北市中山區力行里,台灣團結聯盟,1,137,9.91%
臺北市中山區力行里,建國黨,2,2,0.14%
臺北市中山區力行里,中國民眾黨,3,13,0.94%
臺北市中山區力行里,無黨團結聯盟,4,3,0.22%
臺北市中山區力行里,親民黨,5,82,5.93%
臺北市中山區力行里,新黨,6,18,1.30%
臺北市中山區力行里,農民黨,7,4,0.29%
臺北市中山區力行里,民主進步黨,8,671,48.55%
臺北市中山區力行里,公民黨,9,1,0.07%
臺北市中山區力行里,中國國民黨,10,417,30.17%
臺北市中山區力行里,張亞中等150人聯盟,11,34,2.46%
臺北市中山區力行里,王廷興等20人聯盟,12,0,0.00%
臺北市中山區復華里,台灣團結聯盟,1,65,7.13%
臺北市中山區復華里,建國黨,2,1,0.11%
臺北市中山區復華里,中國民眾黨,3,10,1.10%
臺北市中山區復華里,無黨團結聯盟,4,1,0.11%
臺北市中山區復華里,親民黨,5,80,8.77%
臺北市中山區復華里,新黨,6,15,1.64%
臺北市中山區復華里,農民黨,7,0,0.00%
臺北市中山區復華里,民主進步黨,8,300,32.89%
臺北市中山區復華里,公民黨,9,0,0.00%
臺北市中山區復華里,中國國民黨,10,406,44.52%
臺北市中山區復華里,張亞中等150人聯盟,11,31,3.40%
臺北市中山區復華里,王廷興等20人聯盟,12,3,0.33%
臺北市中山區金泰里,台灣團結聯盟,1,80,7.21%
臺北市中山區金泰里,建國黨,2,2,0.18%
臺北市中山區金泰里,中國民眾黨,3,16,1.44%
臺北市中山區金泰里,無黨團結聯盟,4,1,0.09%
臺北市中山區金泰里,親民黨,5,86,7.75%
臺北市中山區金泰里,新黨,6,20,1.80%
臺北市中山區金泰里,農民黨,7,3,0.27%
臺北市中山區金泰里,民主進步黨,8,429,38.65%
臺北市中山區金泰里,公民黨,9,3,0.27%
臺北市中山區金泰里,中國國民黨,10,432,38.92%
臺北市中山區金泰里,張亞中等150人聯盟,11,36,3.24%
臺北市中山區金泰里,王廷興等20人聯盟,12,2,0.18%
臺北市中山區北安里,台灣團結聯盟,1,31,4.17%
臺北市中山區北安里,建國黨,2,1,0.13%
臺北市中山區北安里,中國民眾黨,3,15,2.02%
臺北市中山區北安里,無黨團結聯盟,4,2,0.27%
臺北市中山區北安里,親民黨,5,58,7.80%
臺北市中山區北安里,新黨,6,23,3.09%
臺北市中山區北安里,農民黨,7,0,0.00%
臺北市中山區北安里,民主進步黨,8,202,27.15%
臺北市中山區北安里,公民黨,9,1,0.13%
臺北市中山區北安里,中國國民黨,10,372,50.00%
臺北市中山區北安里,張亞中等150人聯盟,11,39,5.24%
臺北市中山區北安里,王廷興等20人聯盟,12,0,0.00%
臺北市大同區玉泉里,台灣團結聯盟,1,49,6.47%
臺北市大同區玉泉里,建國黨,2,2,0.26%
臺北市大同區玉泉里,中國民眾黨,3,15,1.98%
臺北市大同區玉泉里,無黨團結聯盟,4,1,0.13%
臺北市大同區玉泉里,親民黨,5,26,3.43%
臺北市大同區玉泉里,新黨,6,7,0.92%
臺北市大同區玉泉里,農民黨,7,1,0.13%
臺北市大同區玉泉里,民主進步黨,8,365,48.22%
臺北市大同區玉泉里,公民黨,9,1,0.13%
臺北市大同區玉泉里,中國國民黨,10,266,35.14%
臺北市大同區玉泉里,張亞中等150人聯盟,11,23,3.04%
臺北市大同區玉泉里,王廷興等20人聯盟,12,1,0.13%
臺北市大同區建明里,台灣團結聯盟,1,90,11.08%
臺北市大同區建明里,建國黨,2,3,0.37%
臺北市大同區建明里,中國民眾黨,3,11,1.35%
臺北市大同區建明里,無黨團結聯盟,4,1,0.12%
臺北市大同區建明里,親民黨,5,31,3.82%
臺北市大同區建明里,新黨,6,1,0.12%
臺北市大同區建明里,農民黨,7,2,0.25%
臺北市大同區建明里,民主進步黨,8,441,54.31%
臺北市大同區建明里,公民黨,9,0,0.00%
臺北市大同區建明里,中國國民黨,10,226,27.83%
臺北市大同區建明里,張亞中等150人聯盟,11,6,0.74%
臺北市大同區建明里,王廷興等20人聯盟,12,0,0.00%
臺北市大同區建功里,台灣團結聯盟,1,86,8.45%
臺北市大同區建功里,建國黨,2,4,0.39%
臺北市大同區建功里,中國民眾黨,3,10,0.98%
臺北市大同區建功里,無黨團結聯盟,4,0,0.00%
臺北市大同區建功里,親民黨,5,39,3.83%
臺北市大同區建功里,新黨,6,5,0.49%
臺北市大同區建功里,農民黨,7,1,0.10%
臺北市大同區建功里,民主進步黨,8,554,54.42%
臺北市大同區建功里,公民黨,9,0,0.00%
臺北市大同區建功里,中國國民黨,10,311,30.55%
臺北市大同區建功里,張亞中等150人聯盟,11,6,0.59%
臺北市大同區建功里,王廷興等20人聯盟,12,2,0.20%
臺北市大同區建泰里,台灣團結聯盟,1,97,11.24%
臺北市大同區建泰里,建國黨,2,3,0.35%
臺北市大同區建泰里,中國民眾黨,3,6,0.70%
臺北市大同區建泰里,無黨團結聯盟,4,1,0.12%
臺北市大同區建泰里,親民黨,5,26,3.01%
臺北市大同區建泰里,新黨,6,1,0.12%
臺北市大同區建泰里,農民黨,7,1,0.12%
臺北市大同區建泰里,民主進步黨,8,488,56.55%
臺北市大同區建泰里,公民黨,9,1,0.12%
臺北市大同區建泰里,中國國民黨,10,225,26.07%
臺北市大同區建泰里,張亞中等150人聯盟,11,14,1.62%
臺北市大同區建泰里,王廷興等20人聯盟,12,0,0.00%
臺北市大同區永樂里,台灣團結聯盟,1,128,11.14%
臺北市大同區永樂里,建國黨,2,3,0.26%
臺北市大同區永樂里,中國民眾黨,3,7,0.61%
臺北市大同區永樂里,無黨團結聯盟,4,1,0.09%
臺北市大同區永樂里,親民黨,5,55,4.79%
臺北市大同區永樂里,新黨,6,4,0.35%
臺北市大同區永樂里,農民黨,7,0,0.00%
臺北市大同區永樂里,民主進步黨,8,614,53.44%
臺北市大同區永樂里,公民黨,9,1,0.09%
臺北市大同區永樂里,中國國民黨,10,314,27.33%
臺北市大同區永樂里,張亞中等150人聯盟,11,18,1.57%
臺北市大同區永樂里,王廷興等20人聯盟,12,4,0.35%
臺北市大同區朝陽里,台灣團結聯盟,1,117,13.80%
臺北市大同區朝陽里,建國黨,2,4,0.47%
臺北市大同區朝陽里,中國民眾黨,3,12,1.42%
臺北市大同區朝陽里,無黨團結聯盟,4,2,0.24%
臺北市大同區朝陽里,親民黨,5,32,3.77%
臺北市大同區朝陽里,新黨,6,9,1.06%
臺北市大同區朝陽里,農民黨,7,2,0.24%
臺北市大同區朝陽里,民主進步黨,8,390,45.99%
臺北市大同區朝陽里,公民黨,9,1,0.12%
臺北市大同區朝陽里,中國國民黨,10,270,31.84%
臺北市大同區朝陽里,張亞中等150人聯盟,11,7,0.83%
臺北市大同區朝陽里,王廷興等20人聯盟,12,2,0.24%
臺北市大同區星明里,台灣團結聯盟,1,117,12.38%
臺北市大同區星明里,建國黨,2,2,0.21%
臺北市大同區星明里,中國民眾黨,3,11,1.16%
臺北市大同區星明里,無黨團結聯盟,4,4,0.42%
臺北市大同區星明里,親民黨,5,40,4.23%
臺北市大同區星明里,新黨,6,13,1.38%
臺北市大同區星明里,農民黨,7,1,0.11%
臺北市大同區星明里,民主進步黨,8,483,51.11%
臺北市大同區星明里,公民黨,9,0,0.00%
臺北市大同區星明里,中國國民黨,10,255,26.98%
臺北市大同區星明里,張亞中等150人聯盟,11,19,2.01%
臺北市大同區星明里,王廷興等20人聯盟,12,0,0.00%
臺北市大同區光能里,台灣團結聯盟,1,138,11.41%
臺北市大同區光能里,建國黨,2,4,0.33%
臺北市大同區光能里,中國民眾黨,3,17,1.41%
臺北市大同區光能里,無黨團結聯盟,4,2,0.17%
臺北市大同區光能里,親民黨,5,48,3.97%
臺北市大同區光能里,新黨,6,14,1.16%
臺北市大同區光能里,農民黨,7,0,0.00%
臺北市大同區光能里,民主進步黨,8,651,53.85%
臺北市大同區光能里,公民黨,9,4,0.33%
臺北市大同區光能里,中國國民黨,10,315,26.05%
臺北市大同區光能里,張亞中等150人聯盟,11,14,1.16%
臺北市大同區光能里,王廷興等20人聯盟,12,2,0.17%
臺北市大同區大有里,台灣團結聯盟,1,90,9.00%
臺北市大同區大有里,建國黨,2,3,0.30%
臺北市大同區大有里,中國民眾黨,3,9,0.90%
臺北市大同區大有里,無黨團結聯盟,4,2,0.20%
臺北市大同區大有里,親民黨,5,43,4.30%
臺北市大同區大有里,新黨,6,8,0.80%
臺北市大同區大有里,農民黨,7,1,0.10%
臺北市大同區大有里,民主進步黨,8,561,56.10%
臺北市大同區大有里,公民黨,9,0,0.00%
臺北市大同區大有里,中國國民黨,10,269,26.90%
臺北市大同區大有里,張亞中等150人聯盟,11,12,1.20%
臺北市大同區大有里,王廷興等20人聯盟,12,2,0.20%
臺北市大同區延平里,台灣團結聯盟,1,86,10.11%
臺北市大同區延平里,建國黨,2,1,0.12%
臺北市大同區延平里,中國民眾黨,3,10,1.18%
臺北市大同區延平里,無黨團結聯盟,4,2,0.24%
臺北市大同區延平里,親民黨,5,46,5.41%
臺北市大同區延平里,新黨,6,3,0.35%
臺北市大同區延平里,農民黨,7,0,0.00%
臺北市大同區延平里,民主進步黨,8,391,45.95%
臺北市大同區延平里,公民黨,9,3,0.35%
臺北市大同區延平里,中國國民黨,10,303,35.61%
臺北市大同區延平里,張亞中等150人聯盟,11,6,0.71%
臺北市大同區延平里,王廷興等20人聯盟,12,0,0.00%
臺北市大同區雙連里,台灣團結聯盟,1,216,11.12%
臺北市大同區雙連里,建國黨,2,1,0.05%
臺北市大同區雙連里,中國民眾黨,3,26,1.34%
臺北市大同區雙連里,無黨團結聯盟,4,4,0.21%
臺北市大同區雙連里,親民黨,5,56,2.88%
臺北市大同區雙連里,新黨,6,18,0.93%
臺北市大同區雙連里,農民黨,7,6,0.31%
臺北市大同區雙連里,民主進步黨,8,1056,54.35%
臺北市大同區雙連里,公民黨,9,2,0.10%
臺北市大同區雙連里,中國國民黨,10,522,26.87%
臺北市大同區雙連里,張亞中等150人聯盟,11,32,1.65%
臺北市大同區雙連里,王廷興等20人聯盟,12,4,0.21%
臺北市大同區南芳里,台灣團結聯盟,1,90,11.15%
臺北市大同區南芳里,建國黨,2,2,0.25%
臺北市大同區南芳里,中國民眾黨,3,6,0.74%
臺北市大同區南芳里,無黨團結聯盟,4,3,0.37%
臺北市大同區南芳里,親民黨,5,20,2.48%
臺北市大同區南芳里,新黨,6,10,1.24%
臺北市大同區南芳里,農民黨,7,1,0.12%
臺北市大同區南芳里,民主進步黨,8,436,54.03%
臺北市大同區南芳里,公民黨,9,0,0.00%
臺北市大同區南芳里,中國國民黨,10,223,27.63%
臺北市大同區南芳里,張亞中等150人聯盟,11,15,1.86%
臺北市大同區南芳里,王廷興等20人聯盟,12,1,0.12%
臺北市大同區民權里,台灣團結聯盟,1,122,9.53%
臺北市大同區民權里,建國黨,2,2,0.16%
臺北市大同區民權里,中國民眾黨,3,14,1.09%
臺北市大同區民權里,無黨團結聯盟,4,2,0.16%
臺北市大同區民權里,親民黨,5,71,5.55%
臺北市大同區民權里,新黨,6,13,1.02%
臺北市大同區民權里,農民黨,7,1,0.08%
臺北市大同區民權里,民主進步黨,8,595,46.48%
臺北市大同區民權里,公民黨,9,2,0.16%
臺北市大同區民權里,中國國民黨,10,436,34.06%
臺北市大同區民權里,張亞中等150人聯盟,11,20,1.56%
臺北市大同區民權里,王廷興等20人聯盟,12,2,0.16%
臺北市大同區景星里,台灣團結聯盟,1,72,11.82%
臺北市大同區景星里,建國黨,2,2,0.33%
臺北市大同區景星里,中國民眾黨,3,5,0.82%
臺北市大同區景星里,無黨團結聯盟,4,0,0.00%
臺北市大同區景星里,親民黨,5,20,3.28%
臺北市大同區景星里,新黨,6,5,0.82%
臺北市大同區景星里,農民黨,7,0,0.00%
臺北市大同區景星里,民主進步黨,8,312,51.23%
臺北市大同區景星里,公民黨,9,0,0.00%
臺北市大同區景星里,中國國民黨,10,187,30.71%
臺北市大同區景星里,張亞中等150人聯盟,11,6,0.99%
臺北市大同區景星里,王廷興等20人聯盟,12,0,0.00%
臺北市大同區隆和里,台灣團結聯盟,1,64,9.08%
臺北市大同區隆和里,建國黨,2,0,0.00%
臺北市大同區隆和里,中國民眾黨,3,7,0.99%
臺北市大同區隆和里,無黨團結聯盟,4,1,0.14%
臺北市大同區隆和里,親民黨,5,22,3.12%
臺北市大同區隆和里,新黨,6,4,0.57%
臺北市大同區隆和里,農民黨,7,4,0.57%
臺北市大同區隆和里,民主進步黨,8,416,59.01%
臺北市大同區隆和里,公民黨,9,2,0.28%
臺北市大同區隆和里,中國國民黨,10,175,24.82%
臺北市大同區隆和里,張亞中等150人聯盟,11,9,1.28%
臺北市大同區隆和里,王廷興等20人聯盟,12,1,0.14%
臺北市大同區蓬萊里,台灣團結聯盟,1,135,13.87%
臺北市大同區蓬萊里,建國黨,2,4,0.41%
臺北市大同區蓬萊里,中國民眾黨,3,10,1.03%
臺北市大同區蓬萊里,無黨團結聯盟,4,7,0.72%
臺北市大同區蓬萊里,親民黨,5,42,4.32%
臺北市大同區蓬萊里,新黨,6,9,0.92%
臺北市大同區蓬萊里,農民黨,7,2,0.21%
臺北市大同區蓬萊里,民主進步黨,8,506,52.00%
臺北市大同區蓬萊里,公民黨,9,0,0.00%
臺北市大同區蓬萊里,中國國民黨,10,245,25.18%
臺北市大同區蓬萊里,張亞中等150人聯盟,11,13,1.34%
臺北市大同區蓬萊里,王廷興等20人聯盟,12,0,0.00%
臺北市大同區國順里,台灣團結聯盟,1,78,10.80%
臺北市大同區國順里,建國黨,2,3,0.42%
臺北市大同區國順里,中國民眾黨,3,7,0.97%
臺北市大同區國順里,無黨團結聯盟,4,4,0.55%
臺北市大同區國順里,親民黨,5,18,2.49%
臺北市大同區國順里,新黨,6,4,0.55%
臺北市大同區國順里,農民黨,7,2,0.28%
臺北市大同區國順里,民主進步黨,8,441,61.08%
臺北市大同區國順里,公民黨,9,0,0.00%
臺北市大同區國順里,中國國民黨,10,158,21.88%
臺北市大同區國順里,張亞中等150人聯盟,11,6,0.83%
臺北市大同區國順里,王廷興等20人聯盟,12,1,0.14%
臺北市大同區國慶里,台灣團結聯盟,1,79,10.33%
臺北市大同區國慶里,建國黨,2,1,0.13%
臺北市大同區國慶里,中國民眾黨,3,4,0.52%
臺北市大同區國慶里,無黨團結聯盟,4,0,0.00%
臺北市大同區國慶里,親民黨,5,27,3.53%
臺北市大同區國慶里,新黨,6,3,0.39%
臺北市大同區國慶里,農民黨,7,1,0.13%
臺北市大同區國慶里,民主進步黨,8,375,49.02%
臺北市大同區國慶里,公民黨,9,1,0.13%
臺北市大同區國慶里,中國國民黨,10,268,35.03%
臺北市大同區國慶里,張亞中等150人聯盟,11,4,0.52%
臺北市大同區國慶里,王廷興等20人聯盟,12,2,0.26%
臺北市大同區揚雅里,台灣團結聯盟,1,74,11.06%
臺北市大同區揚雅里,建國黨,2,1,0.15%
臺北市大同區揚雅里,中國民眾黨,3,13,1.94%
臺北市大同區揚雅里,無黨團結聯盟,4,1,0.15%
臺北市大同區揚雅里,親民黨,5,21,3.14%
臺北市大同區揚雅里,新黨,6,2,0.30%
臺北市大同區揚雅里,農民黨,7,1,0.15%
臺北市大同區揚雅里,民主進步黨,8,393,58.74%
臺北市大同區揚雅里,公民黨,9,2,0.30%
臺北市大同區揚雅里,中國國民黨,10,151,22.57%
臺北市大同區揚雅里,張亞中等150人聯盟,11,9,1.35%
臺北市大同區揚雅里,王廷興等20人聯盟,12,1,0.15%
臺北市大同區斯文里,台灣團結聯盟,1,101,8.83%
臺北市大同區斯文里,建國黨,2,7,0.61%
臺北市大同區斯文里,中國民眾黨,3,12,1.05%
臺北市大同區斯文里,無黨團結聯盟,4,4,0.35%
臺北市大同區斯文里,親民黨,5,45,3.93%
臺北市大同區斯文里,新黨,6,15,1.31%
臺北市大同區斯文里,農民黨,7,5,0.44%
臺北市大同區斯文里,民主進步黨,8,616,53.85%
臺北市大同區斯文里,公民黨,9,4,0.35%
臺北市大同區斯文里,中國國民黨,10,316,27.62%
臺北市大同區斯文里,張亞中等150人聯盟,11,15,1.31%
臺北市大同區斯文里,王廷興等20人聯盟,12,4,0.35%
臺北市大同區鄰江里,台灣團結聯盟,1,148,10.32%
臺北市大同區鄰江里,建國黨,2,1,0.07%
臺北市大同區鄰江里,中國民眾黨,3,15,1.05%
臺北市大同區鄰江里,無黨團結聯盟,4,3,0.21%
臺北市大同區鄰江里,親民黨,5,51,3.56%
臺北市大同區鄰江里,新黨,6,6,0.42%
臺北市大同區鄰江里,農民黨,7,1,0.07%
臺北市大同區鄰江里,民主進步黨,8,846,59.00%
臺北市大同區鄰江里,公民黨,9,2,0.14%
臺北市大同區鄰江里,中國國民黨,10,347,24.20%
臺北市大同區鄰江里,張亞中等150人聯盟,11,13,0.91%
臺北市大同區鄰江里,王廷興等20人聯盟,12,1,0.07%
臺北市大同區至聖里,台灣團結聯盟,1,157,9.81%
臺北市大同區至聖里,建國黨,2,2,0.13%
臺北市大同區至聖里,中國民眾黨,3,21,1.31%
臺北市大同區至聖里,無黨團結聯盟,4,0,0.00%
臺北市大同區至聖里,親民黨,5,44,2.75%
臺北市大同區至聖里,新黨,6,15,0.94%
臺北市大同區至聖里,農民黨,7,1,0.06%
臺北市大同區至聖里,民主進步黨,8,849,53.06%
臺北市大同區至聖里,公民黨,9,4,0.25%
臺北市大同區至聖里,中國國民黨,10,491,30.69%
臺北市大同區至聖里,張亞中等150人聯盟,11,15,0.94%
臺北市大同區至聖里,王廷興等20人聯盟,12,1,0.06%
臺北市大同區老師里,台灣團結聯盟,1,100,8.56%
臺北市大同區老師里,建國黨,2,2,0.17%
臺北市大同區老師里,中國民眾黨,3,10,0.86%
臺北市大同區老師里,無黨團結聯盟,4,2,0.17%
臺北市大同區老師里,親民黨,5,41,3.51%
臺北市大同區老師里,新黨,6,8,0.68%
臺北市大同區老師里,農民黨,7,1,0.09%
臺北市大同區老師里,民主進步黨,8,673,57.62%
臺北市大同區老師里,公民黨,9,1,0.09%
臺北市大同區老師里,中國國民黨,10,303,25.94%
臺北市大同區老師里,張亞中等150人聯盟,11,23,1.97%
臺北市大同區老師里,王廷興等20人聯盟,12,4,0.34%
臺北市大同區重慶里,台灣團結聯盟,1,113,9.38%
臺北市大同區重慶里,建國黨,2,2,0.17%
臺北市大同區重慶里,中國民眾黨,3,12,1.00%
臺北市大同區重慶里,無黨團結聯盟,4,2,0.17%
臺北市大同區重慶里,親民黨,5,68,5.64%
臺北市大同區重慶里,新黨,6,14,1.16%
臺北市大同區重慶里,農民黨,7,1,0.08%
臺北市大同區重慶里,民主進步黨,8,599,49.71%
臺北市大同區重慶里,公民黨,9,3,0.25%
臺北市大同區重慶里,中國國民黨,10,371,30.79%
臺北市大同區重慶里,張亞中等150人聯盟,11,19,1.58%
臺北市大同區重慶里,王廷興等20人聯盟,12,1,0.08%
臺北市大同區保安里,台灣團結聯盟,1,86,8.27%
臺北市大同區保安里,建國黨,2,5,0.48%
臺北市大同區保安里,中國民眾黨,3,14,1.35%
臺北市大同區保安里,無黨團結聯盟,4,1,0.10%
臺北市大同區保安里,親民黨,5,34,3.27%
臺北市大同區保安里,新黨,6,17,1.63%
臺北市大同區保安里,農民黨,7,0,0.00%
臺北市大同區保安里,民主進步黨,8,632,60.77%
臺北市大同區保安里,公民黨,9,2,0.19%
臺北市大同區保安里,中國國民黨,10,240,23.08%
臺北市大同區保安里,張亞中等150人聯盟,11,2,0.19%
臺北市大同區保安里,王廷興等20人聯盟,12,7,0.67%
臺北市中正區水源里,台灣團結聯盟,1,37,5.20%
臺北市中正區水源里,建國黨,2,2,0.28%
臺北市中正區水源里,中國民眾黨,3,5,0.70%
臺北市中正區水源里,無黨團結聯盟,4,1,0.14%
臺北市中正區水源里,親民黨,5,44,6.19%
臺北市中正區水源里,新黨,6,10,1.41%
臺北市中正區水源里,農民黨,7,3,0.42%
臺北市中正區水源里,民主進步黨,8,307,43.18%
臺北市中正區水源里,公民黨,9,1,0.14%
臺北市中正區水源里,中國國民黨,10,279,39.24%
臺北市中正區水源里,張亞中等150人聯盟,11,22,3.09%
