地區,政黨,號次,得票數,得票率
新竹縣尖石鄉,中國國民黨,10,2391,80.85%
新竹縣尖石鄉,紅黨,11,18,0.60%
新竹縣尖石鄉,客家黨,12,12,0.40%
新竹縣五峰鄉,公民黨,1,4,0.25%
新竹縣五峰鄉,制憲聯盟,2,10,0.62%
新竹縣五峰鄉,台灣團結聯盟,3,16,1.00%
新竹縣五峰鄉,第三社會黨,4,4,0.25%
新竹縣五峰鄉,民主進步黨,5,174,10.94%
新竹縣五峰鄉,新黨,6,27,1.69%
新竹縣五峰鄉,綠黨,7,9,0.56%
新竹縣五峰鄉,台灣農民黨,8,7,0.44%
新竹縣五峰鄉,無黨團結聯盟,9,11,0.69%
新竹縣五峰鄉,中國國民黨,10,1320,83.01%
新竹縣五峰鄉,紅黨,11,6,0.37%
新竹縣五峰鄉,客家黨,12,2,0.12%
苗栗縣竹南鎮,公民黨,1,210,0.70%
苗栗縣竹南鎮,制憲聯盟,2,149,0.49%
苗栗縣竹南鎮,台灣團結聯盟,3,719,2.40%
苗栗縣竹南鎮,第三社會黨,4,130,0.43%
苗栗縣竹南鎮,民主進步黨,5,9360,31.25%
苗栗縣竹南鎮,新黨,6,770,2.57%
苗栗縣竹南鎮,綠黨,7,160,0.53%
苗栗縣竹南鎮,台灣農民黨,8,170,0.56%
苗栗縣竹南鎮,無黨團結聯盟,9,197,0.65%
苗栗縣竹南鎮,中國國民黨,10,17629,58.86%
苗栗縣竹南鎮,紅黨,11,276,0.92%
苗栗縣竹南鎮,客家黨,12,178,0.59%
苗栗縣造橋鄉,公民黨,1,48,0.78%
苗栗縣造橋鄉,制憲聯盟,2,34,0.55%
苗栗縣造橋鄉,台灣團結聯盟,3,96,1.56%
苗栗縣造橋鄉,第三社會黨,4,22,0.35%
苗栗縣造橋鄉,民主進步黨,5,1233,20.14%
苗栗縣造橋鄉,新黨,6,104,1.69%
苗栗縣造橋鄉,綠黨,7,23,0.37%
苗栗縣造橋鄉,台灣農民黨,8,52,0.84%
苗栗縣造橋鄉,無黨團結聯盟,9,21,0.34%
苗栗縣造橋鄉,中國國民黨,10,4309,70.38%
苗栗縣造橋鄉,紅黨,11,39,0.63%
苗栗縣造橋鄉,客家黨,12,141,2.30%
苗栗縣後龍鎮,公民黨,1,175,1.07%
苗栗縣後龍鎮,制憲聯盟,2,131,0.80%
苗栗縣後龍鎮,台灣團結聯盟,3,509,3.12%
苗栗縣後龍鎮,第三社會黨,4,72,0.44%
苗栗縣後龍鎮,民主進步黨,5,5055,31.00%
苗栗縣後龍鎮,新黨,6,213,1.30%
苗栗縣後龍鎮,綠黨,7,50,0.30%
苗栗縣後龍鎮,台灣農民黨,8,126,0.77%
苗栗縣後龍鎮,無黨團結聯盟,9,95,0.58%
苗栗縣後龍鎮,中國國民黨,10,9690,59.42%
苗栗縣後龍鎮,紅黨,11,110,0.67%
苗栗縣後龍鎮,客家黨,12,79,0.48%
苗栗縣西湖鄉,公民黨,1,38,0.97%
苗栗縣西湖鄉,制憲聯盟,2,25,0.64%
苗栗縣西湖鄉,台灣團結聯盟,3,50,1.28%
苗栗縣西湖鄉,第三社會黨,4,15,0.38%
苗栗縣西湖鄉,民主進步黨,5,691,17.72%
苗栗縣西湖鄉,新黨,6,40,1.02%
苗栗縣西湖鄉,綠黨,7,9,0.23%
苗栗縣西湖鄉,台灣農民黨,8,34,0.87%
苗栗縣西湖鄉,無黨團結聯盟,9,21,0.53%
苗栗縣西湖鄉,中國國民黨,10,2840,72.83%
苗栗縣西湖鄉,紅黨,11,32,0.82%
苗栗縣西湖鄉,客家黨,12,104,2.66%
苗栗縣通霄鎮,公民黨,1,222,1.29%
苗栗縣通霄鎮,制憲聯盟,2,91,0.53%
苗栗縣通霄鎮,台灣團結聯盟,3,496,2.90%
苗栗縣通霄鎮,第三社會黨,4,49,0.28%
苗栗縣通霄鎮,民主進步黨,5,6708,39.26%
苗栗縣通霄鎮,新黨,6,176,1.03%
苗栗縣通霄鎮,綠黨,7,44,0.25%
苗栗縣通霄鎮,台灣農民黨,8,108,0.63%
苗栗縣通霄鎮,無黨團結聯盟,9,97,0.56%
苗栗縣通霄鎮,中國國民黨,10,8905,52.13%
苗栗縣通霄鎮,紅黨,11,108,0.63%
苗栗縣通霄鎮,客家黨,12,78,0.45%
苗栗縣銅鑼鄉,公民黨,1,59,0.73%
苗栗縣銅鑼鄉,制憲聯盟,2,48,0.59%
苗栗縣銅鑼鄉,台灣團結聯盟,3,99,1.22%
苗栗縣銅鑼鄉,第三社會黨,4,33,0.40%
苗栗縣銅鑼鄉,民主進步黨,5,1419,17.57%
苗栗縣銅鑼鄉,新黨,6,135,1.67%
苗栗縣銅鑼鄉,綠黨,7,25,0.30%
苗栗縣銅鑼鄉,台灣農民黨,8,40,0.49%
苗栗縣銅鑼鄉,無黨團結聯盟,9,30,0.37%
苗栗縣銅鑼鄉,中國國民黨,10,5933,73.49%
苗栗縣銅鑼鄉,紅黨,11,53,0.65%
苗栗縣銅鑼鄉,客家黨,12,199,2.46%
苗栗縣苑裡鎮,公民黨,1,243,1.21%
苗栗縣苑裡鎮,制憲聯盟,2,91,0.45%
苗栗縣苑裡鎮,台灣團結聯盟,3,665,3.31%
苗栗縣苑裡鎮,第三社會黨,4,74,0.36%
苗栗縣苑裡鎮,民主進步黨,5,9057,45.10%
苗栗縣苑裡鎮,新黨,6,200,0.99%
苗栗縣苑裡鎮,綠黨,7,69,0.34%
苗栗縣苑裡鎮,台灣農民黨,8,146,0.72%
苗栗縣苑裡鎮,無黨團結聯盟,9,139,0.69%
苗栗縣苑裡鎮,中國國民黨,10,9219,45.91%
苗栗縣苑裡鎮,紅黨,11,113,0.56%
苗栗縣苑裡鎮,客家黨,12,64,0.31%
苗栗縣三義鄉,公民黨,1,56,0.70%
苗栗縣三義鄉,制憲聯盟,2,44,0.55%
苗栗縣三義鄉,台灣團結聯盟,3,148,1.87%
苗栗縣三義鄉,第三社會黨,4,20,0.25%
苗栗縣三義鄉,民主進步黨,5,1635,20.68%
苗栗縣三義鄉,新黨,6,155,1.96%
苗栗縣三義鄉,綠黨,7,21,0.26%
苗栗縣三義鄉,台灣農民黨,8,26,0.32%
苗栗縣三義鄉,無黨團結聯盟,9,37,0.46%
苗栗縣三義鄉,中國國民黨,10,5530,69.94%
苗栗縣三義鄉,紅黨,11,62,0.78%
苗栗縣三義鄉,客家黨,12,172,2.17%
苗栗縣頭份鎮,公民黨,1,184,0.47%
苗栗縣頭份鎮,制憲聯盟,2,50,0.12%
苗栗縣頭份鎮,台灣團結聯盟,3,683,1.75%
苗栗縣頭份鎮,第三社會黨,4,159,0.40%
苗栗縣頭份鎮,民主進步黨,5,6760,17.34%
苗栗縣頭份鎮,新黨,6,1234,3.16%
苗栗縣頭份鎮,綠黨,7,155,0.39%
苗栗縣頭份鎮,台灣農民黨,8,150,0.38%
苗栗縣頭份鎮,無黨團結聯盟,9,231,0.59%
苗栗縣頭份鎮,中國國民黨,10,27921,71.64%
苗栗縣頭份鎮,紅黨,11,339,0.86%
苗栗縣頭份鎮,客家黨,12,1106,2.83%
苗栗縣三灣鄉,公民黨,1,41,1.16%
苗栗縣三灣鄉,制憲聯盟,2,6,0.17%
苗栗縣三灣鄉,台灣團結聯盟,3,73,2.07%
苗栗縣三灣鄉,第三社會黨,4,25,0.71%
苗栗縣三灣鄉,民主進步黨,5,667,18.98%
苗栗縣三灣鄉,新黨,6,85,2.41%
苗栗縣三灣鄉,綠黨,7,11,0.31%
苗栗縣三灣鄉,台灣農民黨,8,33,0.93%
苗栗縣三灣鄉,無黨團結聯盟,9,26,0.73%
苗栗縣三灣鄉,中國國民黨,10,2395,68.15%
苗栗縣三灣鄉,紅黨,11,27,0.76%
苗栗縣三灣鄉,客家黨,12,125,3.55%
苗栗縣南庄鄉,公民黨,1,48,1.01%
苗栗縣南庄鄉,制憲聯盟,2,8,0.16%
苗栗縣南庄鄉,台灣團結聯盟,3,70,1.47%
苗栗縣南庄鄉,第三社會黨,4,30,0.63%
苗栗縣南庄鄉,民主進步黨,5,777,16.36%
苗栗縣南庄鄉,新黨,6,124,2.61%
苗栗縣南庄鄉,綠黨,7,19,0.40%
苗栗縣南庄鄉,台灣農民黨,8,30,0.63%
苗栗縣南庄鄉,無黨團結聯盟,9,27,0.56%
苗栗縣南庄鄉,中國國民黨,10,3432,72.26%
苗栗縣南庄鄉,紅黨,11,37,0.77%
苗栗縣南庄鄉,客家黨,12,147,3.09%
苗栗縣苗栗市,公民黨,1,155,0.39%
苗栗縣苗栗市,制憲聯盟,2,38,0.09%
苗栗縣苗栗市,台灣團結聯盟,3,637,1.63%
苗栗縣苗栗市,第三社會黨,4,174,0.44%
苗栗縣苗栗市,民主進步黨,5,7417,19.04%
苗栗縣苗栗市,新黨,6,1195,3.06%
苗栗縣苗栗市,綠黨,7,138,0.35%
苗栗縣苗栗市,台灣農民黨,8,99,0.25%
苗栗縣苗栗市,無黨團結聯盟,9,158,0.40%
苗栗縣苗栗市,中國國民黨,10,27710,71.15%
苗栗縣苗栗市,紅黨,11,336,0.86%
苗栗縣苗栗市,客家黨,12,885,2.27%
苗栗縣頭屋鄉,公民黨,1,36,0.64%
苗栗縣頭屋鄉,制憲聯盟,2,9,0.16%
苗栗縣頭屋鄉,台灣團結聯盟,3,60,1.08%
苗栗縣頭屋鄉,第三社會黨,4,21,0.37%
苗栗縣頭屋鄉,民主進步黨,5,1013,18.23%
苗栗縣頭屋鄉,新黨,6,120,2.16%
苗栗縣頭屋鄉,綠黨,7,20,0.36%
苗栗縣頭屋鄉,台灣農民黨,8,27,0.48%
苗栗縣頭屋鄉,無黨團結聯盟,9,16,0.28%
苗栗縣頭屋鄉,中國國民黨,10,4048,72.87%
苗栗縣頭屋鄉,紅黨,11,37,0.66%
苗栗縣頭屋鄉,客家黨,12,148,2.66%
苗栗縣獅潭鄉,公民黨,1,39,1.53%
苗栗縣獅潭鄉,制憲聯盟,2,5,0.19%
苗栗縣獅潭鄉,台灣團結聯盟,3,33,1.29%
苗栗縣獅潭鄉,第三社會黨,4,20,0.78%
苗栗縣獅潭鄉,民主進步黨,5,443,17.43%
苗栗縣獅潭鄉,新黨,6,40,1.57%
苗栗縣獅潭鄉,綠黨,7,5,0.19%
苗栗縣獅潭鄉,台灣農民黨,8,25,0.98%
苗栗縣獅潭鄉,無黨團結聯盟,9,10,0.39%
苗栗縣獅潭鄉,中國國民黨,10,1842,72.49%
苗栗縣獅潭鄉,紅黨,11,22,0.86%
苗栗縣獅潭鄉,客家黨,12,57,2.24%
苗栗縣公館鄉,公民黨,1,108,0.75%
苗栗縣公館鄉,制憲聯盟,2,19,0.13%
苗栗縣公館鄉,台灣團結聯盟,3,230,1.60%
苗栗縣公館鄉,第三社會黨,4,62,0.43%
苗栗縣公館鄉,民主進步黨,5,3101,21.61%
苗栗縣公館鄉,新黨,6,267,1.86%
苗栗縣公館鄉,綠黨,7,53,0.36%
苗栗縣公館鄉,台灣農民黨,8,83,0.57%
苗栗縣公館鄉,無黨團結聯盟,9,58,0.40%
苗栗縣公館鄉,中國國民黨,10,9738,67.86%
苗栗縣公館鄉,紅黨,11,87,0.60%
苗栗縣公館鄉,客家黨,12,543,3.78%
苗栗縣大湖鄉,公民黨,1,67,0.96%
苗栗縣大湖鄉,制憲聯盟,2,10,0.14%
苗栗縣大湖鄉,台灣團結聯盟,3,117,1.67%
苗栗縣大湖鄉,第三社會黨,4,30,0.43%
苗栗縣大湖鄉,民主進步黨,5,1400,20.09%
苗栗縣大湖鄉,新黨,6,157,2.25%
苗栗縣大湖鄉,綠黨,7,19,0.27%
苗栗縣大湖鄉,台灣農民黨,8,54,0.77%
苗栗縣大湖鄉,無黨團結聯盟,9,24,0.34%
苗栗縣大湖鄉,中國國民黨,10,4802,68.91%
苗栗縣大湖鄉,紅黨,11,65,0.93%
苗栗縣大湖鄉,客家黨,12,223,3.20%
苗栗縣泰安鄉,公民黨,1,12,0.45%
苗栗縣泰安鄉,制憲聯盟,2,4,0.15%
苗栗縣泰安鄉,台灣團結聯盟,3,12,0.45%
苗栗縣泰安鄉,第三社會黨,4,6,0.22%
苗栗縣泰安鄉,民主進步黨,5,238,8.98%
苗栗縣泰安鄉,新黨,6,46,1.73%
苗栗縣泰安鄉,綠黨,7,7,0.26%
苗栗縣泰安鄉,台灣農民黨,8,10,0.37%
苗栗縣泰安鄉,無黨團結聯盟,9,20,0.75%
苗栗縣泰安鄉,中國國民黨,10,2191,82.74%
苗栗縣泰安鄉,紅黨,11,11,0.41%
苗栗縣泰安鄉,客家黨,12,91,3.43%
苗栗縣卓蘭鎮,公民黨,1,87,1.01%
苗栗縣卓蘭鎮,制憲聯盟,2,26,0.30%
苗栗縣卓蘭鎮,台灣團結聯盟,3,296,3.43%
苗栗縣卓蘭鎮,第三社會黨,4,58,0.67%
苗栗縣卓蘭鎮,民主進步黨,5,3018,35.06%
苗栗縣卓蘭鎮,新黨,6,126,1.46%
苗栗縣卓蘭鎮,綠黨,7,36,0.41%
苗栗縣卓蘭鎮,台灣農民黨,8,166,1.92%
苗栗縣卓蘭鎮,無黨團結聯盟,9,62,0.72%
苗栗縣卓蘭鎮,中國國民黨,10,4547,52.82%
苗栗縣卓蘭鎮,紅黨,11,52,0.60%
苗栗縣卓蘭鎮,客家黨,12,133,1.54%
臺中縣大甲鎮,公民黨,1,228,0.73%
臺中縣大甲鎮,制憲聯盟,2,159,0.51%
臺中縣大甲鎮,台灣團結聯盟,3,1379,4.44%
臺中縣大甲鎮,第三社會黨,4,121,0.39%
臺中縣大甲鎮,民主進步黨,5,11170,36.02%
臺中縣大甲鎮,新黨,6,407,1.31%
臺中縣大甲鎮,綠黨,7,144,0.46%
臺中縣大甲鎮,台灣農民黨,8,265,0.85%
臺中縣大甲鎮,無黨團結聯盟,9,257,0.82%
臺中縣大甲鎮,中國國民黨,10,16607,53.56%
臺中縣大甲鎮,紅黨,11,201,0.64%
臺中縣大甲鎮,客家黨,12,64,0.20%
臺中縣大安鄉,公民黨,1,87,0.98%
臺中縣大安鄉,制憲聯盟,2,61,0.69%
臺中縣大安鄉,台灣團結聯盟,3,338,3.82%
臺中縣大安鄉,第三社會黨,4,31,0.35%
臺中縣大安鄉,民主進步黨,5,3089,34.96%
臺中縣大安鄉,新黨,6,61,0.69%
臺中縣大安鄉,綠黨,7,23,0.26%
臺中縣大安鄉,台灣農民黨,8,155,1.75%
臺中縣大安鄉,無黨團結聯盟,9,60,0.67%
臺中縣大安鄉,中國國民黨,10,4872,55.14%
臺中縣大安鄉,紅黨,11,48,0.54%
臺中縣大安鄉,客家黨,12,10,0.11%
臺中縣外埔鄉,公民黨,1,114,0.89%
臺中縣外埔鄉,制憲聯盟,2,72,0.56%
臺中縣外埔鄉,台灣團結聯盟,3,468,3.66%
臺中縣外埔鄉,第三社會黨,4,51,0.39%
臺中縣外埔鄉,民主進步黨,5,3759,29.43%
臺中縣外埔鄉,新黨,6,165,1.29%
臺中縣外埔鄉,綠黨,7,54,0.42%
臺中縣外埔鄉,台灣農民黨,8,115,0.90%
臺中縣外埔鄉,無黨團結聯盟,9,89,0.69%
臺中縣外埔鄉,中國國民黨,10,7755,60.72%
臺中縣外埔鄉,紅黨,11,72,0.56%
臺中縣外埔鄉,客家黨,12,56,0.43%
臺中縣清水鎮,公民黨,1,278,0.75%
臺中縣清水鎮,制憲聯盟,2,224,0.60%
臺中縣清水鎮,台灣團結聯盟,3,1420,3.84%
臺中縣清水鎮,第三社會黨,4,174,0.47%
臺中縣清水鎮,民主進步黨,5,14529,39.32%
臺中縣清水鎮,新黨,6,600,1.62%
臺中縣清水鎮,綠黨,7,193,0.52%
臺中縣清水鎮,台灣農民黨,8,258,0.69%
臺中縣清水鎮,無黨團結聯盟,9,402,1.08%
臺中縣清水鎮,中國國民黨,10,18534,50.17%
臺中縣清水鎮,紅黨,11,260,0.70%
臺中縣清水鎮,客家黨,12,70,0.18%
臺中縣梧棲鎮,公民黨,1,104,0.51%
臺中縣梧棲鎮,制憲聯盟,2,77,0.38%
臺中縣梧棲鎮,台灣團結聯盟,3,794,3.96%
臺中縣梧棲鎮,第三社會黨,4,91,0.45%
臺中縣梧棲鎮,民主進步黨,5,7363,36.75%
臺中縣梧棲鎮,新黨,6,336,1.67%
臺中縣梧棲鎮,綠黨,7,112,0.55%
臺中縣梧棲鎮,台灣農民黨,8,99,0.49%
臺中縣梧棲鎮,無黨團結聯盟,9,160,0.79%
臺中縣梧棲鎮,中國國民黨,10,10703,53.42%
臺中縣梧棲鎮,紅黨,11,137,0.68%
臺中縣梧棲鎮,客家黨,12,58,0.28%
臺中縣沙鹿鎮,公民黨,1,144,0.46%
臺中縣沙鹿鎮,制憲聯盟,2,96,0.30%
臺中縣沙鹿鎮,台灣團結聯盟,3,1269,4.09%
臺中縣沙鹿鎮,第三社會黨,4,138,0.44%
臺中縣沙鹿鎮,民主進步黨,5,10048,32.38%
臺中縣沙鹿鎮,新黨,6,586,1.88%
臺中縣沙鹿鎮,綠黨,7,168,0.54%
臺中縣沙鹿鎮,台灣農民黨,8,183,0.58%
臺中縣沙鹿鎮,無黨團結聯盟,9,655,2.11%
臺中縣沙鹿鎮,中國國民黨,10,17422,56.16%
臺中縣沙鹿鎮,紅黨,11,245,0.78%
臺中縣沙鹿鎮,客家黨,12,68,0.21%
臺中縣龍井鄉,公民黨,1,117,0.42%
臺中縣龍井鄉,制憲聯盟,2,120,0.43%
臺中縣龍井鄉,台灣團結聯盟,3,1152,4.19%
臺中縣龍井鄉,第三社會黨,4,112,0.40%
臺中縣龍井鄉,民主進步黨,5,9390,34.18%
臺中縣龍井鄉,新黨,6,607,2.20%
臺中縣龍井鄉,綠黨,7,177,0.64%
臺中縣龍井鄉,台灣農民黨,8,237,0.86%
臺中縣龍井鄉,無黨團結聯盟,9,456,1.65%
臺中縣龍井鄉,中國國民黨,10,14784,53.81%
臺中縣龍井鄉,紅黨,11,227,0.82%
臺中縣龍井鄉,客家黨,12,91,0.33%
臺中縣大肚鄉,公民黨,1,99,0.43%
臺中縣大肚鄉,制憲聯盟,2,85,0.37%
臺中縣大肚鄉,台灣團結聯盟,3,896,3.92%
臺中縣大肚鄉,第三社會黨,4,114,0.49%
臺中縣大肚鄉,民主進步黨,5,7628,33.41%
臺中縣大肚鄉,新黨,6,442,1.93%
臺中縣大肚鄉,綠黨,7,120,0.52%
臺中縣大肚鄉,台灣農民黨,8,159,0.69%
臺中縣大肚鄉,無黨團結聯盟,9,348,1.52%
臺中縣大肚鄉,中國國民黨,10,12728,55.74%
臺中縣大肚鄉,紅黨,11,154,0.67%
臺中縣大肚鄉,客家黨,12,58,0.25%
臺中縣烏日鄉,公民黨,1,111,0.40%
臺中縣烏日鄉,制憲聯盟,2,124,0.45%
臺中縣烏日鄉,台灣團結聯盟,3,1080,3.92%
臺中縣烏日鄉,第三社會黨,4,118,0.42%
臺中縣烏日鄉,民主進步黨,5,10058,36.56%
臺中縣烏日鄉,新黨,6,528,1.91%
臺中縣烏日鄉,綠黨,7,146,0.53%
臺中縣烏日鄉,台灣農民黨,8,202,0.73%
臺中縣烏日鄉,無黨團結聯盟,9,324,1.17%
臺中縣烏日鄉,中國國民黨,10,14543,52.87%
臺中縣烏日鄉,紅黨,11,204,0.74%
臺中縣烏日鄉,客家黨,12,68,0.24%
臺中縣霧峰鄉,公民黨,1,93,0.36%
臺中縣霧峰鄉,制憲聯盟,2,138,0.53%
臺中縣霧峰鄉,台灣團結聯盟,3,848,3.29%
臺中縣霧峰鄉,第三社會黨,4,113,0.43%
臺中縣霧峰鄉,民主進步黨,5,9118,35.37%
臺中縣霧峰鄉,新黨,6,540,2.09%
臺中縣霧峰鄉,綠黨,7,126,0.48%
臺中縣霧峰鄉,台灣農民黨,8,258,1.00%
臺中縣霧峰鄉,無黨團結聯盟,9,383,1.48%
臺中縣霧峰鄉,中國國民黨,10,13917,53.99%
臺中縣霧峰鄉,紅黨,11,165,0.64%
臺中縣霧峰鄉,客家黨,12,74,0.28%
臺中縣大里市,公民黨,1,282,0.37%
臺中縣大里市,制憲聯盟,2,323,0.43%
臺中縣大里市,台灣團結聯盟,3,2810,3.78%
臺中縣大里市,第三社會黨,4,303,0.40%
臺中縣大里市,民主進步黨,5,28449,38.33%
臺中縣大里市,新黨,6,1881,2.53%
臺中縣大里市,綠黨,7,430,0.57%
臺中縣大里市,台灣農民黨,8,482,0.64%
臺中縣大里市,無黨團結聯盟,9,782,1.05%
臺中縣大里市,中國國民黨,10,37695,50.78%
臺中縣大里市,紅黨,11,585,0.78%
臺中縣大里市,客家黨,12,196,0.26%
臺中縣太平市,公民黨,1,347,0.50%
臺中縣太平市,制憲聯盟,2,267,0.38%
臺中縣太平市,台灣團結聯盟,3,2336,3.40%
臺中縣太平市,第三社會黨,4,285,0.41%
臺中縣太平市,民主進步黨,5,24728,36.00%
臺中縣太平市,新黨,6,1913,2.78%
臺中縣太平市,綠黨,7,306,0.44%
臺中縣太平市,台灣農民黨,8,501,0.72%
臺中縣太平市,無黨團結聯盟,9,931,1.35%
臺中縣太平市,中國國民黨,10,36379,52.97%
臺中縣太平市,紅黨,11,467,0.68%
臺中縣太平市,客家黨,12,215,0.31%
臺中縣豐原市,公民黨,1,305,0.47%
臺中縣豐原市,制憲聯盟,2,240,0.37%
臺中縣豐原市,台灣團結聯盟,3,2839,4.38%
臺中縣豐原市,第三社會黨,4,295,0.45%
臺中縣豐原市,民主進步黨,5,25360,39.15%
臺中縣豐原市,新黨,6,1440,2.22%
臺中縣豐原市,綠黨,7,406,0.62%
臺中縣豐原市,台灣農民黨,8,300,0.46%
臺中縣豐原市,無黨團結聯盟,9,633,0.97%
臺中縣豐原市,中國國民黨,10,32177,49.67%
臺中縣豐原市,紅黨,11,547,0.84%
臺中縣豐原市,客家黨,12,227,0.35%
臺中縣石岡鄉,公民黨,1,48,0.73%
臺中縣石岡鄉,制憲聯盟,2,33,0.50%
臺中縣石岡鄉,台灣團結聯盟,3,220,3.36%
臺中縣石岡鄉,第三社會黨,4,17,0.26%
臺中縣石岡鄉,民主進步黨,5,1969,30.15%
臺中縣石岡鄉,新黨,6,140,2.14%
臺中縣石岡鄉,綠黨,7,24,0.36%
臺中縣石岡鄉,台灣農民黨,8,50,0.76%
臺中縣石岡鄉,無黨團結聯盟,9,31,0.47%
臺中縣石岡鄉,中國國民黨,10,3893,59.61%
臺中縣石岡鄉,紅黨,11,37,0.56%
臺中縣石岡鄉,客家黨,12,68,1.04%
臺中縣新社鄉,公民黨,1,117,1.11%
臺中縣新社鄉,制憲聯盟,2,80,0.76%
臺中縣新社鄉,台灣團結聯盟,3,384,3.65%
臺中縣新社鄉,第三社會黨,4,32,0.30%
臺中縣新社鄉,民主進步黨,5,3635,34.61%
臺中縣新社鄉,新黨,6,141,1.34%
臺中縣新社鄉,綠黨,7,35,0.33%
臺中縣新社鄉,台灣農民黨,8,88,0.83%
臺中縣新社鄉,無黨團結聯盟,9,72,0.68%
臺中縣新社鄉,中國國民黨,10,5763,54.87%
臺中縣新社鄉,紅黨,11,76,0.72%
臺中縣新社鄉,客家黨,12,79,0.75%
臺中縣東勢鎮,公民黨,1,158,0.74%
臺中縣東勢鎮,制憲聯盟,2,111,0.52%
臺中縣東勢鎮,台灣團結聯盟,3,698,3.27%
臺中縣東勢鎮,第三社會黨,4,90,0.42%
臺中縣東勢鎮,民主進步黨,5,6387,29.94%
臺中縣東勢鎮,新黨,6,462,2.16%
臺中縣東勢鎮,綠黨,7,96,0.45%
臺中縣東勢鎮,台灣農民黨,8,190,0.89%
臺中縣東勢鎮,無黨團結聯盟,9,214,1.00%
臺中縣東勢鎮,中國國民黨,10,12378,58.03%
臺中縣東勢鎮,紅黨,11,140,0.65%
臺中縣東勢鎮,客家黨,12,406,1.90%
臺中縣和平鄉,公民黨,1,25,0.57%
臺中縣和平鄉,制憲聯盟,2,20,0.46%
臺中縣和平鄉,台灣團結聯盟,3,109,2.51%
臺中縣和平鄉,第三社會黨,4,9,0.20%
臺中縣和平鄉,民主進步黨,5,712,16.42%
臺中縣和平鄉,新黨,6,115,2.65%
臺中縣和平鄉,綠黨,7,19,0.43%
臺中縣和平鄉,台灣農民黨,8,40,0.92%
臺中縣和平鄉,無黨團結聯盟,9,33,0.76%
臺中縣和平鄉,中國國民黨,10,3207,73.99%
臺中縣和平鄉,紅黨,11,21,0.48%
臺中縣和平鄉,客家黨,12,24,0.55%
臺中縣后里鄉,公民黨,1,166,0.70%
臺中縣后里鄉,制憲聯盟,2,166,0.70%
臺中縣后里鄉,台灣團結聯盟,3,1063,4.51%
臺中縣后里鄉,第三社會黨,4,100,0.42%
臺中縣后里鄉,民主進步黨,5,8307,35.30%
臺中縣后里鄉,新黨,6,373,1.58%
臺中縣后里鄉,綠黨,7,106,0.45%
臺中縣后里鄉,台灣農民黨,8,152,0.64%
臺中縣后里鄉,無黨團結聯盟,9,215,0.91%
臺中縣后里鄉,中國國民黨,10,12641,53.72%
臺中縣后里鄉,紅黨,11,157,0.66%
臺中縣后里鄉,客家黨,12,84,0.35%
臺中縣神岡鄉,公民黨,1,128,0.48%
臺中縣神岡鄉,制憲聯盟,2,148,0.56%
臺中縣神岡鄉,台灣團結聯盟,3,1101,4.21%
臺中縣神岡鄉,第三社會黨,4,103,0.39%
臺中縣神岡鄉,民主進步黨,5,11414,43.67%
臺中縣神岡鄉,新黨,6,411,1.57%
臺中縣神岡鄉,綠黨,7,108,0.41%
臺中縣神岡鄉,台灣農民黨,8,171,0.65%
臺中縣神岡鄉,無黨團結聯盟,9,251,0.96%
臺中縣神岡鄉,中國國民黨,10,12088,46.25%
臺中縣神岡鄉,紅黨,11,141,0.53%
臺中縣神岡鄉,客家黨,12,70,0.26%
臺中縣大雅鄉,公民黨,1,168,0.49%
臺中縣大雅鄉,制憲聯盟,2,155,0.45%
臺中縣大雅鄉,台灣團結聯盟,3,1223,3.57%
臺中縣大雅鄉,第三社會黨,4,147,0.43%
臺中縣大雅鄉,民主進步黨,5,11414,33.39%
臺中縣大雅鄉,新黨,6,932,2.72%
臺中縣大雅鄉,綠黨,7,190,0.55%
臺中縣大雅鄉,台灣農民黨,8,274,0.80%
臺中縣大雅鄉,無黨團結聯盟,9,342,1.00%
臺中縣大雅鄉,中國國民黨,10,18964,55.48%
臺中縣大雅鄉,紅黨,11,276,0.80%
臺中縣大雅鄉,客家黨,12,92,0.26%
臺中縣潭子鄉,公民黨,1,162,0.40%
臺中縣潭子鄉,制憲聯盟,2,152,0.37%
臺中縣潭子鄉,台灣團結聯盟,3,1507,3.72%
臺中縣潭子鄉,第三社會黨,4,160,0.39%
臺中縣潭子鄉,民主進步黨,5,15246,37.67%
臺中縣潭子鄉,新黨,6,1059,2.61%
臺中縣潭子鄉,綠黨,7,225,0.55%
臺中縣潭子鄉,台灣農民黨,8,211,0.52%
臺中縣潭子鄉,無黨團結聯盟,9,348,0.85%
臺中縣潭子鄉,中國國民黨,10,20967,51.81%
臺中縣潭子鄉,紅黨,11,289,0.71%
臺中縣潭子鄉,客家黨,12,141,0.34%
彰化縣伸港鄉,公民黨,1,101,0.65%
彰化縣伸港鄉,制憲聯盟,2,92,0.59%
彰化縣伸港鄉,台灣團結聯盟,3,644,4.15%
彰化縣伸港鄉,第三社會黨,4,65,0.41%
彰化縣伸港鄉,民主進步黨,5,4840,31.21%
彰化縣伸港鄉,新黨,6,201,1.29%
彰化縣伸港鄉,綠黨,7,58,0.37%
彰化縣伸港鄉,台灣農民黨,8,154,0.99%
彰化縣伸港鄉,無黨團結聯盟,9,379,2.44%
彰化縣伸港鄉,中國國民黨,10,8852,57.09%
彰化縣伸港鄉,紅黨,11,97,0.62%
