地區,政黨,號次,得票數,得票率
臺南市玉井區,台灣團結聯盟,4,741,8.72%
臺南市玉井區,中國國民黨,5,3664,43.12%
臺南市玉井區,新黨,6,44,0.51%
臺南市玉井區,健保免費連線,7,74,0.87%
臺南市玉井區,綠黨,8,64,0.75%
臺南市玉井區,親民黨,9,381,4.48%
臺南市玉井區,中華民國臺灣基本法連線,10,7,0.08%
臺南市玉井區,台灣主義黨,11,24,0.28%
臺南市楠西區,台灣國民會議,1,111,1.91%
臺南市楠西區,人民最大黨,2,52,0.89%
臺南市楠西區,民主進步黨,3,2073,35.83%
臺南市楠西區,台灣團結聯盟,4,401,6.93%
臺南市楠西區,中國國民黨,5,2754,47.60%
臺南市楠西區,新黨,6,29,0.50%
臺南市楠西區,健保免費連線,7,48,0.82%
臺南市楠西區,綠黨,8,42,0.72%
臺南市楠西區,親民黨,9,247,4.26%
臺南市楠西區,中華民國臺灣基本法連線,10,12,0.20%
臺南市楠西區,台灣主義黨,11,16,0.27%
臺南市西港區,台灣國民會議,1,252,1.71%
臺南市西港區,人民最大黨,2,81,0.55%
臺南市西港區,民主進步黨,3,8011,54.57%
臺南市西港區,台灣團結聯盟,4,1601,10.90%
臺南市西港區,中國國民黨,5,3892,26.51%
臺南市西港區,新黨,6,47,0.32%
臺南市西港區,健保免費連線,7,141,0.96%
臺南市西港區,綠黨,8,154,1.04%
臺南市西港區,親民黨,9,428,2.91%
臺南市西港區,中華民國臺灣基本法連線,10,22,0.14%
臺南市西港區,台灣主義黨,11,49,0.33%
臺南市安定區,台灣國民會議,1,285,1.61%
臺南市安定區,人民最大黨,2,137,0.77%
臺南市安定區,民主進步黨,3,9035,51.16%
臺南市安定區,台灣團結聯盟,4,1936,10.96%
臺南市安定區,中國國民黨,5,5208,29.49%
臺南市安定區,新黨,6,62,0.35%
臺南市安定區,健保免費連線,7,191,1.08%
臺南市安定區,綠黨,8,208,1.17%
臺南市安定區,親民黨,9,507,2.87%
臺南市安定區,中華民國臺灣基本法連線,10,29,0.16%
臺南市安定區,台灣主義黨,11,61,0.34%
臺南市新市區,台灣國民會議,1,275,1.36%
臺南市新市區,人民最大黨,2,136,0.67%
臺南市新市區,民主進步黨,3,8381,41.70%
臺南市新市區,台灣團結聯盟,4,4277,21.28%
臺南市新市區,中國國民黨,5,5809,28.90%
臺南市新市區,新黨,6,75,0.37%
臺南市新市區,健保免費連線,7,226,1.12%
臺南市新市區,綠黨,8,213,1.06%
臺南市新市區,親民黨,9,617,3.07%
臺南市新市區,中華民國臺灣基本法連線,10,36,0.17%
臺南市新市區,台灣主義黨,11,49,0.24%
臺南市山上區,台灣國民會議,1,76,1.67%
臺南市山上區,人民最大黨,2,44,0.96%
臺南市山上區,民主進步黨,3,2167,47.76%
臺南市山上區,台灣團結聯盟,4,530,11.68%
臺南市山上區,中國國民黨,5,1460,32.17%
臺南市山上區,新黨,6,19,0.41%
臺南市山上區,健保免費連線,7,49,1.08%
臺南市山上區,綠黨,8,40,0.88%
臺南市山上區,親民黨,9,139,3.06%
臺南市山上區,中華民國臺灣基本法連線,10,5,0.11%
臺南市山上區,台灣主義黨,11,8,0.17%
臺南市新化區,台灣國民會議,1,368,1.45%
臺南市新化區,人民最大黨,2,162,0.64%
臺南市新化區,民主進步黨,3,11092,43.86%
臺南市新化區,台灣團結聯盟,4,2367,9.35%
臺南市新化區,中國國民黨,5,9393,37.14%
臺南市新化區,新黨,6,138,0.54%
臺南市新化區,健保免費連線,7,365,1.44%
臺南市新化區,綠黨,8,305,1.20%
臺南市新化區,親民黨,9,980,3.87%
臺南市新化區,中華民國臺灣基本法連線,10,45,0.17%
臺南市新化區,台灣主義黨,11,74,0.29%
臺南市左鎮區,台灣國民會議,1,68,2.18%
臺南市左鎮區,人民最大黨,2,35,1.12%
臺南市左鎮區,民主進步黨,3,1548,49.67%
臺南市左鎮區,台灣團結聯盟,4,262,8.40%
臺南市左鎮區,中國國民黨,5,1026,32.92%
臺南市左鎮區,新黨,6,15,0.48%
臺南市左鎮區,健保免費連線,7,26,0.83%
臺南市左鎮區,綠黨,8,15,0.48%
臺南市左鎮區,親民黨,9,93,2.98%
臺南市左鎮區,中華民國臺灣基本法連線,10,8,0.25%
臺南市左鎮區,台灣主義黨,11,20,0.64%
臺南市南化區,台灣國民會議,1,89,1.79%
臺南市南化區,人民最大黨,2,37,0.74%
臺南市南化區,民主進步黨,3,1946,39.22%
臺南市南化區,台灣團結聯盟,4,420,8.46%
臺南市南化區,中國國民黨,5,2084,42.00%
臺南市南化區,新黨,6,24,0.48%
臺南市南化區,健保免費連線,7,55,1.10%
臺南市南化區,綠黨,8,29,0.58%
臺南市南化區,親民黨,9,242,4.87%
臺南市南化區,中華民國臺灣基本法連線,10,14,0.28%
臺南市南化區,台灣主義黨,11,21,0.42%
臺南市安南區,台灣國民會議,1,844,0.83%
臺南市安南區,人民最大黨,2,705,0.69%
臺南市安南區,民主進步黨,3,49095,48.44%
臺南市安南區,台灣團結聯盟,4,11094,10.94%
臺南市安南區,中國國民黨,5,32246,31.81%
臺南市安南區,新黨,6,425,0.41%
臺南市安南區,健保免費連線,7,1206,1.19%
臺南市安南區,綠黨,8,1389,1.37%
臺南市安南區,親民黨,9,3989,3.93%
臺南市安南區,中華民國臺灣基本法連線,10,128,0.12%
臺南市安南區,台灣主義黨,11,223,0.22%
臺南市北區,台灣國民會議,1,507,0.65%
臺南市北區,人民最大黨,2,392,0.50%
臺南市北區,民主進步黨,3,30192,38.79%
臺南市北區,台灣團結聯盟,4,8327,10.70%
臺南市北區,中國國民黨,5,31428,40.38%
臺南市北區,新黨,6,689,0.88%
臺南市北區,健保免費連線,7,744,0.95%
臺南市北區,綠黨,8,1393,1.79%
臺南市北區,親民黨,9,3950,5.07%
臺南市北區,中華民國臺灣基本法連線,10,91,0.11%
臺南市北區,台灣主義黨,11,108,0.13%
臺南市中西區,台灣國民會議,1,329,0.70%
臺南市中西區,人民最大黨,2,231,0.49%
臺南市中西區,民主進步黨,3,18555,39.58%
臺南市中西區,台灣團結聯盟,4,6186,13.19%
臺南市中西區,中國國民黨,5,17638,37.63%
臺南市中西區,新黨,6,325,0.69%
臺南市中西區,健保免費連線,7,348,0.74%
臺南市中西區,綠黨,8,882,1.88%
臺南市中西區,親民黨,9,2237,4.77%
臺南市中西區,中華民國臺灣基本法連線,10,54,0.11%
臺南市中西區,台灣主義黨,11,83,0.17%
臺南市安平區,台灣國民會議,1,207,0.60%
臺南市安平區,人民最大黨,2,151,0.43%
臺南市安平區,民主進步黨,3,13332,38.75%
臺南市安平區,台灣團結聯盟,4,3828,11.12%
臺南市安平區,中國國民黨,5,13719,39.87%
臺南市安平區,新黨,6,241,0.70%
臺南市安平區,健保免費連線,7,420,1.22%
臺南市安平區,綠黨,8,568,1.65%
臺南市安平區,親民黨,9,1839,5.34%
臺南市安平區,中華民國臺灣基本法連線,10,51,0.14%
臺南市安平區,台灣主義黨,11,47,0.13%
臺南市南區,台灣國民會議,1,526,0.68%
臺南市南區,人民最大黨,2,439,0.57%
臺南市南區,民主進步黨,3,32850,42.89%
臺南市南區,台灣團結聯盟,4,9372,12.23%
臺南市南區,中國國民黨,5,27394,35.76%
臺南市南區,新黨,6,563,0.73%
臺南市南區,健保免費連線,7,886,1.15%
臺南市南區,綠黨,8,1058,1.38%
臺南市南區,親民黨,9,3252,4.24%
臺南市南區,中華民國臺灣基本法連線,10,108,0.14%
臺南市南區,台灣主義黨,11,137,0.17%
臺南市東區,台灣國民會議,1,691,0.63%
臺南市東區,人民最大黨,2,439,0.40%
臺南市東區,民主進步黨,3,37507,34.73%
臺南市東區,台灣團結聯盟,4,11254,10.42%
臺南市東區,中國國民黨,5,47637,44.11%
臺南市東區,新黨,6,1309,1.21%
臺南市東區,健保免費連線,7,1109,1.02%
臺南市東區,綠黨,8,2370,2.19%
臺南市東區,親民黨,9,5379,4.98%
臺南市東區,中華民國臺灣基本法連線,10,137,0.12%
臺南市東區,台灣主義黨,11,155,0.14%
臺南市永康區,台灣國民會議,1,757,0.60%
臺南市永康區,人民最大黨,2,671,0.53%
臺南市永康區,民主進步黨,3,52708,42.18%
臺南市永康區,台灣團結聯盟,4,11833,9.47%
臺南市永康區,中國國民黨,5,48311,38.66%
臺南市永康區,新黨,6,924,0.73%
臺南市永康區,健保免費連線,7,1607,1.28%
臺南市永康區,綠黨,8,1937,1.55%
臺南市永康區,親民黨,9,5771,4.61%
臺南市永康區,中華民國臺灣基本法連線,10,187,0.14%
臺南市永康區,台灣主義黨,11,226,0.18%
臺南市仁德區,台灣國民會議,1,359,0.83%
臺南市仁德區,人民最大黨,2,283,0.65%
臺南市仁德區,民主進步黨,3,19434,45.18%
臺南市仁德區,台灣團結聯盟,4,4112,9.56%
臺南市仁德區,中國國民黨,5,15729,36.57%
臺南市仁德區,新黨,6,229,0.53%
臺南市仁德區,健保免費連線,7,510,1.18%
臺南市仁德區,綠黨,8,605,1.40%
臺南市仁德區,親民黨,9,1526,3.54%
臺南市仁德區,中華民國臺灣基本法連線,10,92,0.21%
臺南市仁德區,台灣主義黨,11,128,0.29%
臺南市歸仁區,台灣國民會議,1,251,0.65%
臺南市歸仁區,人民最大黨,2,245,0.64%
臺南市歸仁區,民主進步黨,3,19200,50.24%
臺南市歸仁區,台灣團結聯盟,4,3367,8.81%
臺南市歸仁區,中國國民黨,5,12577,32.91%
臺南市歸仁區,新黨,6,147,0.38%
臺南市歸仁區,健保免費連線,7,476,1.24%
臺南市歸仁區,綠黨,8,576,1.50%
臺南市歸仁區,親民黨,9,1214,3.17%
臺南市歸仁區,中華民國臺灣基本法連線,10,69,0.18%
臺南市歸仁區,台灣主義黨,11,89,0.23%
臺南市關廟區,台灣國民會議,1,196,0.89%
臺南市關廟區,人民最大黨,2,200,0.91%
臺南市關廟區,民主進步黨,3,11049,50.34%
臺南市關廟區,台灣團結聯盟,4,1856,8.45%
臺南市關廟區,中國國民黨,5,7104,32.37%
臺南市關廟區,新黨,6,98,0.44%
臺南市關廟區,健保免費連線,7,321,1.46%
臺南市關廟區,綠黨,8,254,1.15%
臺南市關廟區,親民黨,9,751,3.42%
臺南市關廟區,中華民國臺灣基本法連線,10,41,0.18%
臺南市關廟區,台灣主義黨,11,76,0.34%
臺南市龍崎區,台灣國民會議,1,32,1.15%
臺南市龍崎區,人民最大黨,2,31,1.12%
臺南市龍崎區,民主進步黨,3,1317,47.63%
臺南市龍崎區,台灣團結聯盟,4,222,8.02%
臺南市龍崎區,中國國民黨,5,990,35.80%
臺南市龍崎區,新黨,6,6,0.21%
臺南市龍崎區,健保免費連線,7,29,1.04%
臺南市龍崎區,綠黨,8,22,0.79%
臺南市龍崎區,親民黨,9,96,3.47%
臺南市龍崎區,中華民國臺灣基本法連線,10,7,0.25%
臺南市龍崎區,台灣主義黨,11,13,0.47%
高雄市桃源區,台灣國民會議,1,22,1.17%
高雄市桃源區,人民最大黨,2,27,1.44%
高雄市桃源區,民主進步黨,3,216,11.56%
高雄市桃源區,台灣團結聯盟,4,36,1.92%
高雄市桃源區,中國國民黨,5,1375,73.60%
高雄市桃源區,新黨,6,23,1.23%
高雄市桃源區,健保免費連線,7,34,1.82%
高雄市桃源區,綠黨,8,22,1.17%
高雄市桃源區,親民黨,9,104,5.56%
高雄市桃源區,中華民國臺灣基本法連線,10,1,0.05%
高雄市桃源區,台灣主義黨,11,8,0.42%
高雄市那瑪夏區,台灣國民會議,1,8,0.59%
高雄市那瑪夏區,人民最大黨,2,15,1.11%
高雄市那瑪夏區,民主進步黨,3,220,16.41%
高雄市那瑪夏區,台灣團結聯盟,4,20,1.49%
高雄市那瑪夏區,中國國民黨,5,961,71.71%
高雄市那瑪夏區,新黨,6,6,0.44%
高雄市那瑪夏區,健保免費連線,7,9,0.67%
高雄市那瑪夏區,綠黨,8,9,0.67%
高雄市那瑪夏區,親民黨,9,86,6.41%
高雄市那瑪夏區,中華民國臺灣基本法連線,10,3,0.22%
高雄市那瑪夏區,台灣主義黨,11,3,0.22%
高雄市甲仙區,台灣國民會議,1,46,1.23%
高雄市甲仙區,人民最大黨,2,36,0.96%
高雄市甲仙區,民主進步黨,3,1394,37.50%
高雄市甲仙區,台灣團結聯盟,4,249,6.69%
高雄市甲仙區,中國國民黨,5,1650,44.39%
高雄市甲仙區,新黨,6,14,0.37%
高雄市甲仙區,健保免費連線,7,34,0.91%
高雄市甲仙區,綠黨,8,24,0.64%
高雄市甲仙區,親民黨,9,257,6.91%
高雄市甲仙區,中華民國臺灣基本法連線,10,2,0.05%
高雄市甲仙區,台灣主義黨,11,11,0.29%
高雄市六龜區,台灣國民會議,1,190,2.51%
高雄市六龜區,人民最大黨,2,116,1.53%
高雄市六龜區,民主進步黨,3,3242,42.83%
高雄市六龜區,台灣團結聯盟,4,721,9.52%
高雄市六龜區,中國國民黨,5,2727,36.03%
高雄市六龜區,新黨,6,57,0.75%
高雄市六龜區,健保免費連線,7,107,1.41%
高雄市六龜區,綠黨,8,66,0.87%
高雄市六龜區,親民黨,9,285,3.76%
高雄市六龜區,中華民國臺灣基本法連線,10,16,0.21%
高雄市六龜區,台灣主義黨,11,41,0.54%
高雄市杉林區,台灣國民會議,1,121,1.82%
高雄市杉林區,人民最大黨,2,91,1.37%
高雄市杉林區,民主進步黨,3,2706,40.75%
高雄市杉林區,台灣團結聯盟,4,614,9.24%
高雄市杉林區,中國國民黨,5,2696,40.60%
高雄市杉林區,新黨,6,38,0.57%
高雄市杉林區,健保免費連線,7,82,1.23%
高雄市杉林區,綠黨,8,53,0.79%
高雄市杉林區,親民黨,9,200,3.01%
高雄市杉林區,中華民國臺灣基本法連線,10,11,0.16%
高雄市杉林區,台灣主義黨,11,28,0.42%
高雄市內門區,台灣國民會議,1,139,1.49%
高雄市內門區,人民最大黨,2,164,1.76%
高雄市內門區,民主進步黨,3,4046,43.64%
高雄市內門區,台灣團結聯盟,4,756,8.15%
高雄市內門區,中國國民黨,5,3609,38.92%
高雄市內門區,新黨,6,30,0.32%
高雄市內門區,健保免費連線,7,129,1.39%
高雄市內門區,綠黨,8,42,0.45%
高雄市內門區,親民黨,9,298,3.21%
高雄市內門區,中華民國臺灣基本法連線,10,16,0.17%
高雄市內門區,台灣主義黨,11,42,0.45%
高雄市旗山區,台灣國民會議,1,306,1.31%
高雄市旗山區,人民最大黨,2,242,1.04%
高雄市旗山區,民主進步黨,3,10126,43.66%
高雄市旗山區,台灣團結聯盟,4,2594,11.18%
高雄市旗山區,中國國民黨,5,8355,36.02%
高雄市旗山區,新黨,6,113,0.48%
高雄市旗山區,健保免費連線,7,282,1.21%
高雄市旗山區,綠黨,8,238,1.02%
高雄市旗山區,親民黨,9,820,3.53%
高雄市旗山區,中華民國臺灣基本法連線,10,35,0.15%
高雄市旗山區,台灣主義黨,11,80,0.34%
高雄市美濃區,台灣國民會議,1,357,1.43%
高雄市美濃區,人民最大黨,2,299,1.19%
高雄市美濃區,民主進步黨,3,9640,38.66%
高雄市美濃區,台灣團結聯盟,4,2277,9.13%
高雄市美濃區,中國國民黨,5,10368,41.58%
高雄市美濃區,新黨,6,139,0.55%
高雄市美濃區,健保免費連線,7,356,1.42%
高雄市美濃區,綠黨,8,304,1.21%
高雄市美濃區,親民黨,9,1031,4.13%
高雄市美濃區,中華民國臺灣基本法連線,10,46,0.18%
高雄市美濃區,台灣主義黨,11,113,0.45%
高雄市茂林區,台灣國民會議,1,6,0.66%
高雄市茂林區,人民最大黨,2,6,0.66%
高雄市茂林區,民主進步黨,3,81,8.98%
高雄市茂林區,台灣團結聯盟,4,17,1.88%
高雄市茂林區,中國國民黨,5,732,81.15%
高雄市茂林區,新黨,6,5,0.55%
高雄市茂林區,健保免費連線,7,5,0.55%
高雄市茂林區,綠黨,8,9,0.99%
高雄市茂林區,親民黨,9,39,4.32%
高雄市茂林區,中華民國臺灣基本法連線,10,1,0.11%
高雄市茂林區,台灣主義黨,11,1,0.11%
高雄市阿蓮區,台灣國民會議,1,255,1.46%
高雄市阿蓮區,人民最大黨,2,213,1.22%
高雄市阿蓮區,民主進步黨,3,8244,47.42%
高雄市阿蓮區,台灣團結聯盟,4,1922,11.05%
高雄市阿蓮區,中國國民黨,5,5551,31.93%
高雄市阿蓮區,新黨,6,69,0.39%
高雄市阿蓮區,健保免費連線,7,244,1.40%
高雄市阿蓮區,綠黨,8,204,1.17%
高雄市阿蓮區,親民黨,9,572,3.29%
高雄市阿蓮區,中華民國臺灣基本法連線,10,29,0.16%
高雄市阿蓮區,台灣主義黨,11,79,0.45%
高雄市田寮區,台灣國民會議,1,86,1.65%
高雄市田寮區,人民最大黨,2,90,1.72%
高雄市田寮區,民主進步黨,3,2680,51.50%
高雄市田寮區,台灣團結聯盟,4,582,11.18%
高雄市田寮區,中國國民黨,5,1419,27.27%
高雄市田寮區,新黨,6,22,0.42%
高雄市田寮區,健保免費連線,7,63,1.21%
高雄市田寮區,綠黨,8,35,0.67%
高雄市田寮區,親民黨,9,193,3.70%
高雄市田寮區,中華民國臺灣基本法連線,10,7,0.13%
高雄市田寮區,台灣主義黨,11,26,0.49%
高雄市燕巢區,台灣國民會議,1,232,1.24%
高雄市燕巢區,人民最大黨,2,217,1.16%
高雄市燕巢區,民主進步黨,3,8000,42.93%
高雄市燕巢區,台灣團結聯盟,4,2127,11.41%
高雄市燕巢區,中國國民黨,5,6793,36.45%
高雄市燕巢區,新黨,6,80,0.42%
高雄市燕巢區,健保免費連線,7,228,1.22%
高雄市燕巢區,綠黨,8,219,1.17%
高雄市燕巢區,親民黨,9,636,3.41%
高雄市燕巢區,中華民國臺灣基本法連線,10,28,0.15%
高雄市燕巢區,台灣主義黨,11,73,0.39%
高雄市大社區,台灣國民會議,1,225,1.11%
高雄市大社區,人民最大黨,2,146,0.72%
高雄市大社區,民主進步黨,3,9062,44.71%
高雄市大社區,台灣團結聯盟,4,2723,13.43%
高雄市大社區,中國國民黨,5,6575,32.44%
高雄市大社區,新黨,6,94,0.46%
高雄市大社區,健保免費連線,7,285,1.40%
高雄市大社區,綠黨,8,256,1.26%
高雄市大社區,親民黨,9,825,4.07%
高雄市大社區,中華民國臺灣基本法連線,10,19,0.09%
高雄市大社區,台灣主義黨,11,57,0.28%
高雄市大樹區,台灣國民會議,1,321,1.21%
高雄市大樹區,人民最大黨,2,222,0.83%
高雄市大樹區,民主進步黨,3,12272,46.33%
高雄市大樹區,台灣團結聯盟,4,3433,12.96%
高雄市大樹區,中國國民黨,5,8553,32.29%
高雄市大樹區,新黨,6,113,0.42%
高雄市大樹區,健保免費連線,7,352,1.32%
高雄市大樹區,綠黨,8,284,1.07%
高雄市大樹區,親民黨,9,796,3.00%
高雄市大樹區,中華民國臺灣基本法連線,10,49,0.18%
高雄市大樹區,台灣主義黨,11,90,0.33%
高雄市茄萣區,台灣國民會議,1,273,1.51%
高雄市茄萣區,人民最大黨,2,132,0.73%
高雄市茄萣區,民主進步黨,3,7839,43.59%
高雄市茄萣區,台灣團結聯盟,4,2208,12.28%
高雄市茄萣區,中國國民黨,5,6043,33.60%
高雄市茄萣區,新黨,6,95,0.52%
高雄市茄萣區,健保免費連線,7,221,1.22%
高雄市茄萣區,綠黨,8,209,1.16%
高雄市茄萣區,親民黨,9,862,4.79%
高雄市茄萣區,中華民國臺灣基本法連線,10,36,0.20%
高雄市茄萣區,台灣主義黨,11,62,0.34%
高雄市湖內區,台灣國民會議,1,298,1.71%
高雄市湖內區,人民最大黨,2,118,0.67%
高雄市湖內區,民主進步黨,3,7624,43.85%
高雄市湖內區,台灣團結聯盟,4,2056,11.82%
高雄市湖內區,中國國民黨,5,6025,34.65%
高雄市湖內區,新黨,6,82,0.47%
高雄市湖內區,健保免費連線,7,232,1.33%
高雄市湖內區,綠黨,8,221,1.27%
高雄市湖內區,親民黨,9,636,3.65%
高雄市湖內區,中華民國臺灣基本法連線,10,37,0.21%
高雄市湖內區,台灣主義黨,11,55,0.31%
高雄市路竹區,台灣國民會議,1,433,1.39%
高雄市路竹區,人民最大黨,2,217,0.69%
高雄市路竹區,民主進步黨,3,12958,41.75%
高雄市路竹區,台灣團結聯盟,4,3177,10.23%
高雄市路竹區,中國國民黨,5,12101,38.99%
高雄市路竹區,新黨,6,140,0.45%
高雄市路竹區,健保免費連線,7,424,1.36%
高雄市路竹區,綠黨,8,367,1.18%
高雄市路竹區,親民黨,9,1054,3.39%
高雄市路竹區,中華民國臺灣基本法連線,10,57,0.18%
高雄市路竹區,台灣主義黨,11,108,0.34%
高雄市永安區,台灣國民會議,1,127,1.51%
高雄市永安區,人民最大黨,2,57,0.68%
高雄市永安區,民主進步黨,3,3301,39.41%
高雄市永安區,台灣團結聯盟,4,1078,12.87%
高雄市永安區,中國國民黨,5,3176,37.91%
高雄市永安區,新黨,6,48,0.57%
高雄市永安區,健保免費連線,7,92,1.09%
高雄市永安區,綠黨,8,109,1.30%
高雄市永安區,親民黨,9,349,4.16%
高雄市永安區,中華民國臺灣基本法連線,10,17,0.20%
高雄市永安區,台灣主義黨,11,22,0.26%
高雄市岡山區,台灣國民會議,1,644,1.11%
高雄市岡山區,人民最大黨,2,339,0.58%
高雄市岡山區,民主進步黨,3,21709,37.68%
高雄市岡山區,台灣團結聯盟,4,6378,11.07%
高雄市岡山區,中國國民黨,5,23553,40.89%
高雄市岡山區,新黨,6,567,0.98%
高雄市岡山區,健保免費連線,7,658,1.14%
高雄市岡山區,綠黨,8,694,1.20%
高雄市岡山區,親民黨,9,2855,4.95%
高雄市岡山區,中華民國臺灣基本法連線,10,79,0.13%
高雄市岡山區,台灣主義黨,11,123,0.21%
高雄市彌陀區,台灣國民會議,1,177,1.41%
高雄市彌陀區,人民最大黨,2,70,0.56%
高雄市彌陀區,民主進步黨,3,4911,39.37%
高雄市彌陀區,台灣團結聯盟,4,1357,10.87%
高雄市彌陀區,中國國民黨,5,4863,38.98%
高雄市彌陀區,新黨,6,71,0.56%
高雄市彌陀區,健保免費連線,7,145,1.16%
高雄市彌陀區,綠黨,8,117,0.93%
高雄市彌陀區,親民黨,9,683,5.47%
高雄市彌陀區,中華民國臺灣基本法連線,10,26,0.20%
高雄市彌陀區,台灣主義黨,11,53,0.42%
高雄市梓官區,台灣國民會議,1,303,1.33%
高雄市梓官區,人民最大黨,2,143,0.62%
高雄市梓官區,民主進步黨,3,10158,44.69%
高雄市梓官區,台灣團結聯盟,4,3287,14.46%
高雄市梓官區,中國國民黨,5,7294,32.09%
高雄市梓官區,新黨,6,77,0.33%
高雄市梓官區,健保免費連線,7,294,1.29%
高雄市梓官區,綠黨,8,258,1.13%
高雄市梓官區,親民黨,9,788,3.46%
高雄市梓官區,中華民國臺灣基本法連線,10,47,0.20%
高雄市梓官區,台灣主義黨,11,80,0.35%
高雄市橋頭區,台灣國民會議,1,279,1.19%
高雄市橋頭區,人民最大黨,2,135,0.57%
高雄市橋頭區,民主進步黨,3,10917,46.71%
高雄市橋頭區,台灣團結聯盟,4,3215,13.75%
高雄市橋頭區,中國國民黨,5,7262,31.07%
高雄市橋頭區,新黨,6,112,0.47%
高雄市橋頭區,健保免費連線,7,257,1.09%
高雄市橋頭區,綠黨,8,339,1.45%
高雄市橋頭區,親民黨,9,733,3.13%
高雄市橋頭區,中華民國臺灣基本法連線,10,39,0.16%
高雄市橋頭區,台灣主義黨,11,79,0.33%
高雄市楠梓區,台灣國民會議,1,753,0.75%
高雄市楠梓區,人民最大黨,2,432,0.43%
高雄市楠梓區,民主進步黨,3,36849,36.89%
高雄市楠梓區,台灣團結聯盟,4,11493,11.50%
高雄市楠梓區,中國國民黨,5,42274,42.33%
高雄市楠梓區,新黨,6,800,0.80%
高雄市楠梓區,健保免費連線,7,1114,1.11%
高雄市楠梓區,綠黨,8,1729,1.73%
高雄市楠梓區,親民黨,9,4104,4.10%
高雄市楠梓區,中華民國臺灣基本法連線,10,126,0.12%
高雄市楠梓區,台灣主義黨,11,191,0.19%
高雄市左營區,台灣國民會議,1,764,0.70%
高雄市左營區,人民最大黨,2,430,0.39%
高雄市左營區,民主進步黨,3,34077,31.24%
高雄市左營區,台灣團結聯盟,4,11583,10.61%
高雄市左營區,中國國民黨,5,52104,47.76%
高雄市左營區,新黨,6,1404,1.28%
高雄市左營區,健保免費連線,7,912,0.83%
高雄市左營區,綠黨,8,2019,1.85%
高雄市左營區,親民黨,9,5541,5.08%
高雄市左營區,中華民國臺灣基本法連線,10,104,0.09%
高雄市左營區,台灣主義黨,11,135,0.12%
高雄市仁武區,台灣國民會議,1,287,0.65%
高雄市仁武區,人民最大黨,2,268,0.61%
高雄市仁武區,民主進步黨,3,19194,43.86%
高雄市仁武區,台灣團結聯盟,4,6208,14.18%
高雄市仁武區,中國國民黨,5,14371,32.84%
高雄市仁武區,新黨,6,240,0.54%
高雄市仁武區,健保免費連線,7,601,1.37%
高雄市仁武區,綠黨,8,572,1.30%
高雄市仁武區,親民黨,9,1845,4.21%
高雄市仁武區,中華民國臺灣基本法連線,10,68,0.15%
高雄市仁武區,台灣主義黨,11,105,0.23%
高雄市鳥松區,台灣國民會議,1,177,0.66%
高雄市鳥松區,人民最大黨,2,131,0.48%
高雄市鳥松區,民主進步黨,3,10326,38.59%
高雄市鳥松區,台灣團結聯盟,4,3813,14.25%
高雄市鳥松區,中國國民黨,5,9989,37.33%
高雄市鳥松區,新黨,6,246,0.91%
高雄市鳥松區,健保免費連線,7,350,1.30%
高雄市鳥松區,綠黨,8,456,1.70%
高雄市鳥松區,親民黨,9,1191,4.45%
高雄市鳥松區,中華民國臺灣基本法連線,10,26,0.09%
高雄市鳥松區,台灣主義黨,11,52,0.19%
高雄市大寮區,台灣國民會議,1,491,0.77%
高雄市大寮區,人民最大黨,2,517,0.81%
高雄市大寮區,民主進步黨,3,27545,43.36%
高雄市大寮區,台灣團結聯盟,4,7662,12.06%
高雄市大寮區,中國國民黨,5,22481,35.38%
高雄市大寮區,新黨,6,460,0.72%
高雄市大寮區,健保免費連線,7,963,1.51%
高雄市大寮區,綠黨,8,660,1.03%
高雄市大寮區,親民黨,9,2466,3.88%
高雄市大寮區,中華民國臺灣基本法連線,10,98,0.15%
高雄市大寮區,台灣主義黨,11,181,0.28%
高雄市林園區,台灣國民會議,1,354,0.91%
高雄市林園區,人民最大黨,2,338,0.87%
高雄市林園區,民主進步黨,3,17868,46.14%
高雄市林園區,台灣團結聯盟,4,5372,13.87%
高雄市林園區,中國國民黨,5,12208,31.52%
高雄市林園區,新黨,6,171,0.44%
高雄市林園區,健保免費連線,7,597,1.54%
高雄市林園區,綠黨,8,394,1.01%
高雄市林園區,親民黨,9,1261,3.25%
高雄市林園區,中華民國臺灣基本法連線,10,54,0.13%
高雄市林園區,台灣主義黨,11,107,0.27%
高雄市鼓山區,台灣國民會議,1,477,0.61%
高雄市鼓山區,人民最大黨,2,282,0.36%
高雄市鼓山區,民主進步黨,3,26997,34.60%
高雄市鼓山區,台灣團結聯盟,4,10155,13.01%
高雄市鼓山區,中國國民黨,5,33257,42.63%
高雄市鼓山區,新黨,6,924,1.18%
高雄市鼓山區,健保免費連線,7,655,0.83%
高雄市鼓山區,綠黨,8,1327,1.70%
高雄市鼓山區,親民黨,9,3706,4.75%
高雄市鼓山區,中華民國臺灣基本法連線,10,77,0.09%
高雄市鼓山區,台灣主義黨,11,148,0.18%
高雄市鹽埕區,台灣國民會議,1,85,0.50%
高雄市鹽埕區,人民最大黨,2,67,0.40%
高雄市鹽埕區,民主進步黨,3,6406,38.40%
高雄市鹽埕區,台灣團結聯盟,4,2845,17.05%
高雄市鹽埕區,中國國民黨,5,6046,36.24%
高雄市鹽埕區,新黨,6,135,0.80%
高雄市鹽埕區,健保免費連線,7,138,0.82%
高雄市鹽埕區,綠黨,8,233,1.39%
