area,cand_no,cand_name,party,cand_sex,cand_birthday,cand_age,cand_bornplace,cand_edu,is_current,is_victor,ticket_num,election_id
彰化縣社頭鄉廣興村,3,蕭燊彰,無黨籍及未經政黨推薦,m,0671118,43,臺灣省,高中(職),N,N,992,6205385a-8bb4-41fc-9f3c-1619acb5b862
彰化縣社頭鄉廣福村,1,謝文程,無黨籍及未經政黨推薦,m,0581107,52,臺灣省,高中(職),N,N,287,6205385a-96c8-4211-9c4a-1619acb5b862
彰化縣社頭鄉廣福村,2,蕭建元,無黨籍及未經政黨推薦,m,0600111,51,臺灣省,高中(職),Y,Y,357,6205385a-96c8-4211-9c4a-1619acb5b862
彰化縣社頭鄉朝興村,1,蕭家鏞,無黨籍及未經政黨推薦,m,0431210,67,臺灣省,高中(職),Y,Y,489,6205385b-bf64-4eff-82ce-1619acb5b862
彰化縣社頭鄉朝興村,2,翁明崧,無黨籍及未經政黨推薦,m,0481117,62,臺灣省,高中(職),N,N,222,6205385b-bf64-4eff-82ce-1619acb5b862
彰化縣社頭鄉仁雅村,1,陳麗芳,無黨籍及未經政黨推薦,f,0500721,61,臺灣省,高中(職),N,Y,927,6205385b-d428-401f-a187-1619acb5b862
彰化縣社頭鄉仁雅村,2,陳圓,無黨籍及未經政黨推薦,f,0440114,67,臺灣省,高中(職),Y,N,736,6205385b-d428-401f-a187-1619acb5b862
彰化縣社頭鄉橋頭村,1,劉三合,無黨籍及未經政黨推薦,m,0460227,65,臺灣省,高中(職)以下,Y,Y,699,6205385c-35a8-4308-95e8-1619acb5b862
彰化縣社頭鄉橋頭村,2,詹隆裕,無黨籍及未經政黨推薦,m,0580410,53,臺灣省,高中(職),N,N,572,6205385c-35a8-4308-95e8-1619acb5b862
彰化縣社頭鄉仁和村,1,蕭吉良,無黨籍及未經政黨推薦,m,0561112,54,臺灣省,高中(職),N,Y,298,6205385c-7670-40f6-ad31-1619acb5b862
彰化縣社頭鄉仁和村,2,呂芳奇,無黨籍及未經政黨推薦,m,0480531,63,臺灣省,高中(職)以下,N,N,215,6205385c-7670-40f6-ad31-1619acb5b862
彰化縣社頭鄉崙雅村,1,賴茂林,無黨籍及未經政黨推薦,m,0450412,66,臺灣省,高中(職)以下,N,N,195,6205385c-e394-4e51-af0d-1619acb5b862
彰化縣社頭鄉崙雅村,2,蔡正雄,無黨籍及未經政黨推薦,m,0300803,81,高雄市,高中(職)以下,Y,Y,403,6205385c-e394-4e51-af0d-1619acb5b862
彰化縣社頭鄉湳底村,1,謝勝文,無黨籍及未經政黨推薦,m,0511015,60,臺灣省,高中(職),Y,Y,866,6205385d-5970-4885-aef0-1619acb5b862
彰化縣社頭鄉泰安村,1,蕭明勝,無黨籍及未經政黨推薦,m,0540815,57,臺灣省,高中(職),N,N,220,6205385d-69b0-4986-8687-1619acb5b862
彰化縣社頭鄉泰安村,2,蕭益忠,無黨籍及未經政黨推薦,m,0600122,51,臺灣省,高中(職),Y,Y,438,6205385d-69b0-4986-8687-1619acb5b862
彰化縣社頭鄉美雅村,1,陳新基,無黨籍及未經政黨推薦,m,0400916,71,臺灣省,高中(職)以下,N,N,262,6205385d-70b8-4762-9842-1619acb5b862
彰化縣社頭鄉美雅村,2,蕭志鎰,無黨籍及未經政黨推薦,m,0591118,51,臺灣省,高中(職),Y,Y,574,6205385d-70b8-4762-9842-1619acb5b862
彰化縣社頭鄉新厝村,1,劉培謙,無黨籍及未經政黨推薦,m,0440425,67,臺灣省,高中(職)以下,Y,Y,651,6205385e-ab48-40b8-83af-1619acb5b862
彰化縣社頭鄉平和村,1,蕭成洽,無黨籍及未經政黨推薦,m,0400402,71,臺灣省,高中(職)以下,Y,Y,564,6205385e-fd48-4f43-a0c2-1619acb5b862
彰化縣社頭鄉里仁村,1,蕭錦時,無黨籍及未經政黨推薦,m,0470815,64,臺灣省,高中(職)以下,Y,Y,389,6205385e-b73c-4c15-8383-1619acb5b862
彰化縣社頭鄉里仁村,2,邱裕嘉,無黨籍及未經政黨推薦,m,0671212,43,臺灣省,高中(職),N,N,331,6205385e-b73c-4c15-8383-1619acb5b862
彰化縣社頭鄉張厝村,1,蕭成金,無黨籍及未經政黨推薦,m,0371212,73,臺灣省,高中(職),Y,Y,466,6205385e-61f0-4845-8e2a-1619acb5b862
彰化縣社頭鄉張厝村,2,張松柏,無黨籍及未經政黨推薦,m,0391004,72,臺灣省,高中(職),N,N,393,6205385e-61f0-4845-8e2a-1619acb5b862
彰化縣社頭鄉龍井村,1,蕭富榮,無黨籍及未經政黨推薦,m,0410405,70,臺灣省,高中(職)以下,N,N,223,6205385f-8424-4eb1-84da-1619acb5b862
彰化縣社頭鄉龍井村,2,蕭秋長,無黨籍及未經政黨推薦,m,0480129,63,臺灣省,高中(職),Y,Y,342,6205385f-8424-4eb1-84da-1619acb5b862
彰化縣社頭鄉舊社村,1,陳瑞良,無黨籍及未經政黨推薦,m,0501220,60,臺灣省,高中(職)以下,N,Y,596,6205385f-14d0-40fe-835d-1619acb5b862
彰化縣社頭鄉舊社村,2,蕭耀卿,無黨籍及未經政黨推薦,m,0440206,67,臺灣省,高中(職),Y,N,479,6205385f-14d0-40fe-835d-1619acb5b862
彰化縣社頭鄉埤斗村,1,蕭清烈,無黨籍及未經政黨推薦,m,0391020,72,臺灣省,高中(職)以下,N,N,167,6205385f-4894-48bf-9e12-1619acb5b862
彰化縣社頭鄉埤斗村,2,蕭榕涼,無黨籍及未經政黨推薦,m,0280226,83,臺灣省,高中(職)以下,N,N,21,6205385f-4894-48bf-9e12-1619acb5b862
彰化縣社頭鄉埤斗村,3,蕭成科,無黨籍及未經政黨推薦,m,0600319,51,臺灣省,高中(職),N,N,150,6205385f-4894-48bf-9e12-1619acb5b862
彰化縣社頭鄉埤斗村,4,楊慶松,無黨籍及未經政黨推薦,m,0470923,64,臺灣省,高中(職)以下,Y,N,160,6205385f-4894-48bf-9e12-1619acb5b862
彰化縣社頭鄉埤斗村,5,蕭詠隆,無黨籍及未經政黨推薦,m,0621213,48,臺灣省,高中(職),N,Y,186,6205385f-4894-48bf-9e12-1619acb5b862
彰化縣社頭鄉湳雅村,1,張傳亨,無黨籍及未經政黨推薦,m,0430906,68,臺灣省,專科,Y,Y,671,62053860-1958-4680-bdce-1619acb5b862
彰化縣社頭鄉湳雅村,2,劉志明,無黨籍及未經政黨推薦,m,0421128,68,臺灣省,高中(職)以下,N,N,231,62053860-1958-4680-bdce-1619acb5b862
彰化縣社頭鄉松竹村,1,張秀優,無黨籍及未經政黨推薦,f,0430106,68,臺灣省,高中(職)以下,Y,Y,586,62053860-b4c0-485c-afde-1619acb5b862
彰化縣社頭鄉清水村,1,陳美惠,無黨籍及未經政黨推薦,f,0490203,62,臺灣省,高中(職),N,N,196,62053860-78fc-4f1b-8a41-1619acb5b862
彰化縣社頭鄉清水村,2,蕭錦明,無黨籍及未經政黨推薦,m,0480101,63,臺灣省,高中(職)以下,N,N,263,62053860-78fc-4f1b-8a41-1619acb5b862
彰化縣社頭鄉清水村,3,陳錫庸,無黨籍及未經政黨推薦,m,0470826,64,臺灣省,高中(職),N,N,113,62053860-78fc-4f1b-8a41-1619acb5b862
彰化縣社頭鄉清水村,4,陳登葟,無黨籍及未經政黨推薦,m,0520506,59,臺灣省,高中(職),N,Y,311,62053860-78fc-4f1b-8a41-1619acb5b862
彰化縣社頭鄉協和村,1,劉都,無黨籍及未經政黨推薦,m,0500310,61,臺灣省,專科,N,N,607,62053861-599c-4897-a727-1619acb5b862
彰化縣社頭鄉協和村,2,劉聰波,無黨籍及未經政黨推薦,m,0440928,67,臺灣省,高中(職),Y,Y,661,62053861-599c-4897-a727-1619acb5b862
彰化縣二水鄉合和村,1,董碧顏,無黨籍及未經政黨推薦,m,0450227,66,臺灣省,專科,Y,Y,507,62053861-74e4-40b9-b67c-1619acb5b862
彰化縣二水鄉上豊村,1,林献仁,無黨籍及未經政黨推薦,m,0490320,62,臺灣省,高中(職),N,N,240,62053862-7ee4-48b7-a840-1619acb5b862
彰化縣二水鄉上豊村,2,李新富,無黨籍及未經政黨推薦,m,0470130,64,臺灣省,高中(職),Y,Y,431,62053862-7ee4-48b7-a840-1619acb5b862
彰化縣二水鄉過圳村,1,羅澄麃,無黨籍及未經政黨推薦,m,0460602,65,臺灣省,高中(職),Y,Y,365,62053862-e5f4-4cc0-a17a-1619acb5b862
彰化縣二水鄉五伯村,1,陳志傑,無黨籍及未經政黨推薦,m,0500516,61,臺灣省,高中(職),Y,Y,260,62053863-42e4-4919-8e80-1619acb5b862
彰化縣二水鄉五伯村,2,陳建年,無黨籍及未經政黨推薦,m,0570417,54,臺灣省,高中(職),N,N,178,62053863-42e4-4919-8e80-1619acb5b862
彰化縣二水鄉光化村,1,鍾豊印,無黨籍及未經政黨推薦,m,0510910,60,臺灣省,高中(職)以下,N,N,121,62053863-6954-4884-9ecd-1619acb5b862
彰化縣二水鄉光化村,2,張惠明,無黨籍及未經政黨推薦,m,0490311,62,臺灣省,專科,N,Y,256,62053863-6954-4884-9ecd-1619acb5b862
彰化縣二水鄉光化村,3,游玉英,無黨籍及未經政黨推薦,f,0460824,65,臺灣省,高中(職)以下,N,N,45,62053863-6954-4884-9ecd-1619acb5b862
彰化縣二水鄉光化村,4,孔炳煌,無黨籍及未經政黨推薦,m,0370102,74,臺灣省,高中(職)以下,Y,N,187,62053863-6954-4884-9ecd-1619acb5b862
彰化縣二水鄉文化村,1,林友隆,無黨籍及未經政黨推薦,m,0690830,42,臺灣省,高中(職),N,Y,297,62053863-efd0-4b83-b854-1619acb5b862
彰化縣二水鄉文化村,2,陳建宏,無黨籍及未經政黨推薦,m,0660726,45,臺灣省,高中(職),Y,N,137,62053863-efd0-4b83-b854-1619acb5b862
彰化縣二水鄉文化村,3,陳陽,無黨籍及未經政黨推薦,m,0370410,74,臺灣省,大學,N,N,222,62053863-efd0-4b83-b854-1619acb5b862
彰化縣二水鄉二水村,1,楊景林,無黨籍及未經政黨推薦,m,0400406,71,高雄市,高中(職),Y,Y,333,62053864-8688-4b2f-bc73-1619acb5b862
彰化縣二水鄉二水村,2,許美鳳,無黨籍及未經政黨推薦,f,0490318,62,臺灣省,高中(職),N,N,239,62053864-8688-4b2f-bc73-1619acb5b862
彰化縣二水鄉聖化村,1,陳吉賢,無黨籍及未經政黨推薦,m,0470320,64,臺灣省,高中(職),N,N,124,62053864-24f0-4c75-a568-1619acb5b862
彰化縣二水鄉聖化村,2,鄭鴻志,無黨籍及未經政黨推薦,m,0560705,55,臺灣省,高中(職),Y,Y,175,62053864-24f0-4c75-a568-1619acb5b862
彰化縣二水鄉裕民村,1,許美月,無黨籍及未經政黨推薦,f,0430915,68,臺灣省,高中(職),Y,Y,556,62053864-1104-46fa-9150-1619acb5b862
彰化縣二水鄉惠民村,1,莊秀英,無黨籍及未經政黨推薦,f,0421116,68,臺南市,高中(職)以下,Y,Y,318,62053865-48ec-4b58-add7-1619acb5b862
彰化縣二水鄉惠民村,2,葉巧連,無黨籍及未經政黨推薦,f,0580221,53,其他省市,高中(職)以下,N,N,248,62053865-48ec-4b58-add7-1619acb5b862
彰化縣二水鄉大園村,1,陳建仁,無黨籍及未經政黨推薦,m,0441013,67,臺灣省,高中(職),Y,Y,340,62053865-c0b4-443a-bfbc-1619acb5b862
彰化縣二水鄉大園村,2,陳昭銘,無黨籍及未經政黨推薦,m,0560629,55,臺灣省,高中(職),N,N,182,62053865-c0b4-443a-bfbc-1619acb5b862
彰化縣二水鄉修仁村,1,陳敏誌,無黨籍及未經政黨推薦,m,0540207,57,臺灣省,專科,Y,N,230,62053866-0a30-434c-94e3-1619acb5b862
彰化縣二水鄉修仁村,2,陳星佑,無黨籍及未經政黨推薦,m,0771020,34,臺灣省,高中(職),N,Y,286,62053866-0a30-434c-94e3-1619acb5b862
彰化縣二水鄉合興村,1,張窓明,無黨籍及未經政黨推薦,m,0550405,56,臺灣省,高中(職)以下,Y,Y,383,62053866-26e4-4fed-86fb-1619acb5b862
彰化縣二水鄉源泉村,1,賴隆全,無黨籍及未經政黨推薦,m,0531019,58,臺灣省,高中(職),N,N,186,62053866-94ec-427d-ad33-1619acb5b862
彰化縣二水鄉源泉村,2,張鈞雲,無黨籍及未經政黨推薦,m,0650701,46,臺中市,高中(職)以下,Y,Y,236,62053866-94ec-427d-ad33-1619acb5b862
彰化縣二水鄉倡和村,1,鄭慶松,無黨籍及未經政黨推薦,m,0480603,63,臺灣省,高中(職),Y,Y,265,62053866-bb54-43ce-b1d0-1619acb5b862
彰化縣二水鄉倡和村,2,鄭國元,無黨籍及未經政黨推薦,m,0301221,80,臺灣省,高中(職)以下,N,N,118,62053866-bb54-43ce-b1d0-1619acb5b862
彰化縣二水鄉復興村,1,謝國涼,無黨籍及未經政黨推薦,m,0651123,45,臺灣省,大學,N,N,303,62053867-abc4-4dd6-933c-1619acb5b862
彰化縣二水鄉復興村,2,張叁寶,無黨籍及未經政黨推薦,m,0450327,66,臺灣省,高中(職)以下,Y,Y,391,62053867-abc4-4dd6-933c-1619acb5b862
彰化縣二水鄉十五村,1,黃秀花,無黨籍及未經政黨推薦,f,0450420,66,臺灣省,高中(職)以下,Y,Y,392,62053867-0514-43ca-943d-1619acb5b862
彰化縣北斗鎮光復里,1,許俊士,無黨籍及未經政黨推薦,m,0371116,73,臺灣省,專科,Y,Y,911,62053869-89a8-4695-be30-1619acb5b862
彰化縣北斗鎮新政里,1,傅銘霖,無黨籍及未經政黨推薦,m,0620113,49,臺灣省,高中(職),Y,Y,410,6205386a-19e8-4392-9dad-1619acb5b862
彰化縣北斗鎮重慶里,1,陳肇基,無黨籍及未經政黨推薦,m,0410301,70,臺灣省,高中(職)以下,Y,Y,304,6205386a-5f18-4119-8588-1619acb5b862
彰化縣北斗鎮五權里,1,謝正良,無黨籍及未經政黨推薦,m,0580620,53,臺灣省,高中(職)以下,Y,Y,357,6205386a-9c3c-4c5a-9d37-1619acb5b862
彰化縣北斗鎮七星里,1,易世朋,無黨籍及未經政黨推薦,m,0590308,52,臺灣省,高中(職),N,Y,762,6205386b-a278-4e9d-b151-1619acb5b862
彰化縣北斗鎮居仁里,1,陳東榮,無黨籍及未經政黨推薦,m,0390225,72,臺灣省,大學,Y,Y,478,6205386b-59f0-4d48-b7dd-1619acb5b862
彰化縣北斗鎮居仁里,2,林志銘,無黨籍及未經政黨推薦,m,0660120,45,臺灣省,專科,N,N,328,6205386b-59f0-4d48-b7dd-1619acb5b862
彰化縣北斗鎮東光里,1,呂學銘,無黨籍及未經政黨推薦,m,0411201,69,臺灣省,高中(職)以下,Y,Y,1165,6205386b-e65c-4ce1-810b-1619acb5b862
彰化縣北斗鎮文昌里,1,田秋水,無黨籍及未經政黨推薦,m,0380317,73,高雄市,碩士,Y,N,757,6205386c-870c-4647-b807-1619acb5b862
彰化縣北斗鎮文昌里,2,傅俊嘉,無黨籍及未經政黨推薦,m,0590130,52,臺灣省,高中(職)以下,N,Y,1097,6205386c-870c-4647-b807-1619acb5b862
彰化縣北斗鎮中和里,1,李宏裕,無黨籍及未經政黨推薦,m,0490103,62,臺灣省,高中(職),Y,Y,485,6205386c-093c-41ba-806a-1619acb5b862
彰化縣北斗鎮中和里,2,許國男,無黨籍及未經政黨推薦,m,0480204,63,臺灣省,高中(職)以下,N,N,381,6205386c-093c-41ba-806a-1619acb5b862
彰化縣北斗鎮西德里,1,黃志忠,無黨籍及未經政黨推薦,m,0540207,57,臺灣省,高中(職),Y,Y,2234,6205386c-9494-47d9-bc29-1619acb5b862
彰化縣北斗鎮西安里,1,林義平,無黨籍及未經政黨推薦,m,0540222,57,臺灣省,專科,Y,Y,881,6205386d-da1c-46b4-bfa1-1619acb5b862
彰化縣北斗鎮中寮里,1,陳傳富,無黨籍及未經政黨推薦,m,0560911,55,臺灣省,高中(職),Y,Y,1242,6205386d-39cc-4468-8779-1619acb5b862
彰化縣北斗鎮中寮里,2,顏古錐,無黨籍及未經政黨推薦,m,0501014,61,臺灣省,高中(職)以下,N,N,489,6205386d-39cc-4468-8779-1619acb5b862
彰化縣北斗鎮大道里,1,謝泳河,無黨籍及未經政黨推薦,m,0610101,50,臺灣省,高中(職),N,N,356,6205386e-9de8-461b-9b0f-1619acb5b862
彰化縣北斗鎮大道里,2,許明圖,無黨籍及未經政黨推薦,m,0290929,82,臺灣省,高中(職)以下,Y,Y,807,6205386e-9de8-461b-9b0f-1619acb5b862
彰化縣北斗鎮新生里,1,吳金郎,無黨籍及未經政黨推薦,m,0581109,52,臺灣省,高中(職),Y,Y,1047,6205386e-9880-4b76-af75-1619acb5b862
彰化縣北斗鎮大新里,1,陳孟麒,無黨籍及未經政黨推薦,m,0621104,48,臺灣省,高中(職)以下,Y,Y,857,6205386e-bae4-4b39-8cf1-1619acb5b862
彰化縣二林鎮東和里,1,洪大順,無黨籍及未經政黨推薦,m,0640723,47,臺灣省,高中(職),N,Y,679,6205386f-b670-4f0d-9d5e-1619acb5b862
彰化縣二林鎮東和里,2,林詣佩,無黨籍及未經政黨推薦,f,0470718,64,臺灣省,高中(職)以下,N,N,584,6205386f-b670-4f0d-9d5e-1619acb5b862
彰化縣二林鎮南光里,1,洪嘉壕,無黨籍及未經政黨推薦,m,0500625,61,臺灣省,高中(職)以下,N,N,776,62053870-c354-4409-95b9-1619acb5b862
彰化縣二林鎮南光里,2,洪淑女,無黨籍及未經政黨推薦,f,0420614,69,臺灣省,高中(職),Y,Y,1027,62053870-c354-4409-95b9-1619acb5b862
彰化縣二林鎮西平里,1,洪勝峰,無黨籍及未經政黨推薦,m,0770612,34,臺灣省,高中(職),N,Y,467,62053870-b704-4a07-8232-1619acb5b862
彰化縣二林鎮西平里,2,洪得勝,無黨籍及未經政黨推薦,m,0480910,63,臺灣省,高中(職)以下,N,N,384,62053870-b704-4a07-8232-1619acb5b862
彰化縣二林鎮西平里,3,洪瑞禧,無黨籍及未經政黨推薦,f,0751106,35,臺灣省,大學,N,N,59,62053870-b704-4a07-8232-1619acb5b862
彰化縣二林鎮北平里,1,陳凱偉,無黨籍及未經政黨推薦,m,0640218,47,臺灣省,高中(職),Y,N,891,62053871-ed58-46db-9cbd-1619acb5b862
彰化縣二林鎮北平里,2,洪建榮,無黨籍及未經政黨推薦,m,0670807,44,臺灣省,高中(職),N,Y,960,62053871-ed58-46db-9cbd-1619acb5b862
彰化縣二林鎮中西里,1,洪秋邦,無黨籍及未經政黨推薦,m,0511227,59,臺灣省,高中(職),Y,Y,752,62053871-fdd4-48cc-87a6-1619acb5b862
彰化縣二林鎮廣興里,1,詹金水,無黨籍及未經政黨推薦,m,0570520,54,臺灣省,高中(職)以下,Y,Y,628,62053871-c600-46b8-8467-1619acb5b862
彰化縣二林鎮香田里,1,陳格俊,無黨籍及未經政黨推薦,m,0670806,44,臺灣省,高中(職)以下,N,Y,573,62053872-516c-4bc1-af7f-1619acb5b862
彰化縣二林鎮外竹里,1,顏信鴻,無黨籍及未經政黨推薦,m,0530408,58,臺灣省,高中(職)以下,Y,Y,458,62053872-3480-4f49-a624-1619acb5b862
彰化縣二林鎮興華里,1,洪建民,無黨籍及未經政黨推薦,m,0480322,63,臺灣省,高中(職),Y,Y,588,62053872-3440-4da0-b042-1619acb5b862
彰化縣二林鎮東興里,1,王元裕,無黨籍及未經政黨推薦,m,0481001,63,臺灣省,高中(職)以下,N,Y,729,62053873-3e8c-41db-889b-1619acb5b862
彰化縣二林鎮東興里,2,洪火輪,無黨籍及未經政黨推薦,m,0430829,68,臺灣省,高中(職)以下,Y,N,310,62053873-3e8c-41db-889b-1619acb5b862
彰化縣二林鎮後厝里,1,陳美智,無黨籍及未經政黨推薦,f,0510807,60,臺北市,高中(職)以下,Y,N,777,62053873-e730-4eae-954e-1619acb5b862
彰化縣二林鎮後厝里,2,詹順吉,無黨籍及未經政黨推薦,m,0660425,45,臺灣省,大學,N,Y,1195,62053873-e730-4eae-954e-1619acb5b862
彰化縣二林鎮豐田里,1,吳朝章,無黨籍及未經政黨推薦,m,0401110,70,臺灣省,高中(職)以下,Y,Y,1129,62053873-8100-4f81-bfde-1619acb5b862
彰化縣二林鎮頂厝里,1,洪明宏,無黨籍及未經政黨推薦,m,0471113,63,臺灣省,高中(職),Y,Y,622,62053873-00e4-4f23-a43a-1619acb5b862
彰化縣二林鎮趙甲里,1,曾免,無黨籍及未經政黨推薦,f,0500830,61,臺灣省,高中(職)以下,Y,Y,869,62053874-0aa4-421c-bdfa-1619acb5b862
彰化縣二林鎮振興里,1,楊貴葉,無黨籍及未經政黨推薦,f,0451106,65,臺灣省,高中(職)以下,N,Y,296,62053874-8494-46fd-a29e-1619acb5b862
彰化縣二林鎮振興里,2,魏錦綉,無黨籍及未經政黨推薦,f,0481024,63,臺灣省,高中(職)以下,N,N,222,62053874-8494-46fd-a29e-1619acb5b862
彰化縣二林鎮振興里,3,謝文藝,無黨籍及未經政黨推薦,m,0560716,55,臺灣省,高中(職)以下,N,N,256,62053874-8494-46fd-a29e-1619acb5b862
彰化縣二林鎮萬興里,1,謝來旺,無黨籍及未經政黨推薦,m,0400515,71,臺灣省,大學,Y,Y,366,62053875-669c-4036-9467-1619acb5b862
彰化縣二林鎮萬興里,2,鄭國英,無黨籍及未經政黨推薦,m,0510213,60,臺灣省,高中(職)以下,N,N,123,62053875-669c-4036-9467-1619acb5b862
彰化縣二林鎮永興里,1,陳加勝,無黨籍及未經政黨推薦,m,0450701,66,臺灣省,高中(職),Y,Y,636,62053875-6dc0-4130-824f-1619acb5b862
彰化縣二林鎮永興里,2,劉行仁,無黨籍及未經政黨推薦,m,0560525,55,臺灣省,高中(職),N,N,275,62053875-6dc0-4130-824f-1619acb5b862
彰化縣二林鎮西庄里,1,楊曜鵬,無黨籍及未經政黨推薦,m,0560118,55,臺灣省,大學,N,N,292,62053875-9424-4a01-a464-1619acb5b862
彰化縣二林鎮西庄里,2,洪漢中,無黨籍及未經政黨推薦,m,0451115,65,臺灣省,高中(職)以下,Y,Y,494,62053875-9424-4a01-a464-1619acb5b862
彰化縣二林鎮梅芳里,1,陳世源,無黨籍及未經政黨推薦,m,0590210,52,臺灣省,高中(職),N,N,306,62053875-93b0-4e36-ac02-1619acb5b862
彰化縣二林鎮梅芳里,2,吳錦龍,無黨籍及未經政黨推薦,m,0630221,48,臺灣省,高中(職)以下,N,Y,456,62053875-93b0-4e36-ac02-1619acb5b862
彰化縣二林鎮華崙里,1,張俊卿,無黨籍及未經政黨推薦,m,0600824,51,臺灣省,高中(職)以下,Y,Y,1841,62053876-ab50-4d8d-96a5-1619acb5b862
彰化縣二林鎮東勢里,1,傅精用,無黨籍及未經政黨推薦,m,0431106,67,臺灣省,專科,Y,Y,338,62053876-d22c-4657-ba72-1619acb5b862
彰化縣二林鎮東勢里,2,葉見智,無黨籍及未經政黨推薦,m,0410127,70,臺灣省,高中(職)以下,N,N,326,62053876-d22c-4657-ba72-1619acb5b862
彰化縣二林鎮萬合里,1,陳俊男,無黨籍及未經政黨推薦,m,0630816,48,臺灣省,高中(職)以下,Y,N,337,62053877-8918-4810-87d0-1619acb5b862
彰化縣二林鎮萬合里,2,林福在,無黨籍及未經政黨推薦,m,0540502,57,臺灣省,高中(職)以下,N,Y,409,62053877-8918-4810-87d0-1619acb5b862
彰化縣二林鎮大永里,1,莊明章,無黨籍及未經政黨推薦,m,0500203,61,臺灣省,高中(職),Y,Y,456,62053877-e4e8-4274-ae75-1619acb5b862
彰化縣二林鎮原斗里,1,莊坤錫,無黨籍及未經政黨推薦,m,0631207,47,臺灣省,高中(職),Y,Y,697,62053877-d02c-46d9-b471-1619acb5b862
彰化縣二林鎮西斗里,1,蔡淑芬,無黨籍及未經政黨推薦,f,0511204,59,臺灣省,大學,Y,Y,329,62053878-ff88-4992-bd37-1619acb5b862
彰化縣二林鎮西斗里,2,凃朝崴,無黨籍及未經政黨推薦,m,0480821,63,臺灣省,高中(職),N,N,81,62053878-ff88-4992-bd37-1619acb5b862
彰化縣二林鎮西斗里,3,莊清董,無黨籍及未經政黨推薦,m,0431206,67,臺灣省,高中(職)以下,N,N,294,62053878-ff88-4992-bd37-1619acb5b862
彰化縣二林鎮東華里,1,紀惠敏,無黨籍及未經政黨推薦,f,0521210,58,臺灣省,高中(職),N,N,85,62053878-5224-4822-ae30-1619acb5b862
彰化縣二林鎮東華里,2,曾文昌,無黨籍及未經政黨推薦,m,0420325,69,臺灣省,高中(職)以下,Y,Y,529,62053878-5224-4822-ae30-1619acb5b862
彰化縣二林鎮復豐里,1,曾進賜,無黨籍及未經政黨推薦,m,0491205,61,臺灣省,高中(職)以下,Y,Y,392,62053878-72c4-45f4-9326-1619acb5b862
彰化縣田尾鄉田尾村,1,林文昭,無黨籍及未經政黨推薦,m,0470324,64,臺灣省,碩士,N,N,297,62053879-9200-4442-9b02-1619acb5b862
彰化縣田尾鄉田尾村,2,王進峰,無黨籍及未經政黨推薦,m,0480510,63,臺灣省,專科,N,Y,500,62053879-9200-4442-9b02-1619acb5b862
彰化縣田尾鄉豐田村,1,許世榮,無黨籍及未經政黨推薦,m,0541120,56,臺灣省,高中(職)以下,N,Y,357,6205387a-d4b8-4169-8d4e-1619acb5b862
彰化縣田尾鄉豐田村,2,蔡昭陽,無黨籍及未經政黨推薦,m,0491130,61,臺灣省,專科,N,N,120,6205387a-d4b8-4169-8d4e-1619acb5b862
彰化縣田尾鄉豐田村,3,歐惠萍,無黨籍及未經政黨推薦,f,0560904,55,臺灣省,高中(職),N,N,45,6205387a-d4b8-4169-8d4e-1619acb5b862
彰化縣田尾鄉饒平村,1,陳素靜,無黨籍及未經政黨推薦,f,0390630,72,臺灣省,高中(職)以下,N,N,769,6205387a-bd10-4da2-a54b-1619acb5b862
彰化縣田尾鄉饒平村,2,蔡文欽,無黨籍及未經政黨推薦,m,0560301,55,臺灣省,大學,Y,Y,828,6205387a-bd10-4da2-a54b-1619acb5b862
彰化縣田尾鄉睦宜村,1,陳作禮,無黨籍及未經政黨推薦,m,0391220,71,臺灣省,高中(職)以下,Y,Y,691,6205387b-55d4-4a35-8bf4-1619acb5b862
彰化縣田尾鄉福田村,1,陳壯飛,無黨籍及未經政黨推薦,m,0700907,41,臺灣省,高中(職),N,Y,329,6205387b-3934-4a86-bb94-1619acb5b862
彰化縣田尾鄉福田村,2,陳憲榮,無黨籍及未經政黨推薦,m,0531001,58,臺灣省,專科,Y,N,183,6205387b-3934-4a86-bb94-1619acb5b862
彰化縣田尾鄉新興村,1,蒲創結,無黨籍及未經政黨推薦,m,0381004,73,臺灣省,高中(職)以下,Y,Y,559,6205387b-f974-450e-b113-1619acb5b862
彰化縣田尾鄉北鎮村,1,邱模,無黨籍及未經政黨推薦,m,0430702,68,臺灣省,專科,Y,Y,620,6205387c-c140-45a4-9fa6-1619acb5b862
彰化縣田尾鄉南鎮村,1,薛勝銓,無黨籍及未經政黨推薦,m,0640508,47,臺灣省,高中(職),N,N,164,6205387c-a674-48a9-9101-1619acb5b862
彰化縣田尾鄉南鎮村,2,劉定國,無黨籍及未經政黨推薦,m,0590524,52,臺灣省,高中(職)以下,Y,Y,277,6205387c-a674-48a9-9101-1619acb5b862
彰化縣田尾鄉新生村,1,黃國正,無黨籍及未經政黨推薦,m,0580628,53,臺灣省,高中(職),N,N,428,6205387c-49f4-46f7-b8f0-1619acb5b862
彰化縣田尾鄉新生村,2,陳苑如,無黨籍及未經政黨推薦,f,0660528,45,臺灣省,專科,Y,Y,442,6205387c-49f4-46f7-b8f0-1619acb5b862
彰化縣田尾鄉南曾村,1,李明營,無黨籍及未經政黨推薦,m,0501011,61,臺灣省,高中(職)以下,Y,Y,612,6205387d-2188-4c04-a936-1619acb5b862
